11.713111,7.666233,2.446788
11.811313,7.684701,2.419899
11.910526,7.694945,2.404829
12.010516,7.696399,2.393172
12.109872,7.688748,2.388441
12.208304,7.671746,2.385854
12.304497,7.645464,2.385150
12.397719,7.610052,2.384446
12.487242,7.565744,2.383871
12.572023,7.513239,2.385418
12.651996,7.453277,2.403208
12.726591,7.386966,2.430961
12.795780,7.314946,2.464618
12.859374,7.237989,2.502143
12.917389,7.156731,2.544026
12.969850,7.071782,2.588915
13.016827,6.983682,2.635876
13.058423,6.892906,2.684401
13.094762,6.799913,2.734365
13.126006,6.705069,2.785478
13.152321,6.608765,2.837944
13.173911,6.511269,2.891598
13.190966,6.412899,2.946458
13.203706,6.313859,3.002562
13.212346,6.214393,3.060079
13.217112,6.114652,3.119064
13.218231,6.014816,3.179695
13.215935,5.914990,3.242095
13.210456,5.815295,3.306445
13.202024,5.715801,3.372892
13.190870,5.616580,3.441634
13.177222,5.517666,3.512830
13.161307,5.419097,3.586679
13.143345,5.320872,3.663355
13.123557,5.223008,3.743052
13.102155,5.125470,3.826008
13.079358,5.028266,3.912483
13.055366,4.931329,4.002722
13.030397,4.834664,4.097000
13.004639,4.738175,4.195518
12.978306,4.641875,4.298519
12.951572,4.545646,4.406235
12.924648,4.449513,4.518941
12.897697,4.353340,4.636899
12.870926,4.257164,4.541519
12.844489,4.160847,4.441858
12.818588,4.064431,4.346748
12.793375,3.967787,4.255788
12.769044,3.870957,4.168580
12.745748,3.773837,4.084786
12.723672,3.676462,4.004074
12.702976,3.578759,3.926164
12.683837,3.480758,3.850782
12.666420,3.382423,3.777705
12.650901,3.283778,3.706665
12.637448,3.184827,3.637446
12.626235,3.085597,3.569800
12.617432,2.986128,3.503525
12.611213,2.886457,3.438465
12.607753,2.786662,3.374505
12.607227,2.686800,3.311521
12.609815,2.586979,3.249427
12.615697,2.487294,3.188102
12.625056,2.387877,3.127471
12.638073,2.288876,3.067441
12.654933,2.190451,3.007986
12.675815,2.092814,2.949026
12.700904,1.996155,2.890571
12.730367,1.900764,2.832572
12.764389,1.806874,2.775103
12.803112,1.714860,2.718192
12.846717,1.625016,2.662121
12.895306,1.537815,2.606998
12.949043,1.453633,2.553244
13.007963,1.373063,2.501323
13.072195,1.296585,2.452260
13.141669,1.224940,2.407001
13.216444,1.158745,2.367250
13.296343,1.098861,2.334987
13.381246,1.046122,2.316377
13.470579,1.001739,2.312226
13.564073,0.966516,2.310768
13.660423,0.941113,2.310086
13.759048,0.925685,2.309404
13.858650,0.920229,2.314449
13.958406,0.924373,2.327943
14.057378,0.937488,2.353310
14.154862,0.958975,2.385339
14.250289,0.988265,2.421733
14.343211,1.024758,2.462413
14.433278,1.067840,2.507325
14.520189,1.116934,2.554625
14.603775,1.171534,2.603778
14.683865,1.231131,2.654402
14.760382,1.295280,2.706195
14.833242,1.363527,2.758953
14.902452,1.435490,2.812751
14.968014,1.510792,2.867342
15.029963,1.589085,2.922797
15.088377,1.670076,2.979134
15.143308,1.753431,3.036471
15.194893,1.838946,3.094795
15.243198,1.926298,3.154258
15.288399,2.015360,3.214913
15.330577,2.105827,3.276905
15.369926,2.197627,3.340292
15.406546,2.290484,3.405221
15.440635,2.384364,3.471757
15.472311,2.479028,3.540064
15.501769,2.574459,3.610295
15.529147,2.670462,3.682634
15.554636,2.767022,3.757291
15.578388,2.863995,3.834411
15.600585,2.961357,3.914136
15.621389,3.059014,3.996608
15.640971,3.156930,4.081965
15.659497,3.255054,4.170376
15.677132,3.353333,4.262018
15.694042,3.451756,4.357067
15.710384,3.550256,4.455711
15.726324,3.648846,4.558152
15.742012,3.747450,4.664606
15.757613,3.846096,4.775300
15.773270,3.944707,4.810859
15.789145,4.043310,4.711241
15.805377,4.141831,4.615744
15.822122,4.240288,4.524054
