0.098202,0.018468
0.099213,0.010244
0.099990,0.001454
0.099356,-0.007651
0.098432,-0.017002
0.096193,-0.026281
0.093222,-0.035413
0.089523,-0.044308
0.084781,-0.052505
0.079973,-0.059962
0.074595,-0.066311
0.069189,-0.072019
0.063595,-0.076957
0.058014,-0.081258
0.052461,-0.084949
0.046976,-0.088100
0.041597,-0.090776
0.036339,-0.092993
0.031244,-0.094844
0.026315,-0.096304
0.021589,-0.097496
0.017056,-0.098370
0.012740,-0.099041
0.008639,-0.099466
0.004766,-0.099741
0.001120,-0.099836
-0.002296,-0.099826
-0.005479,-0.099695
-0.008432,-0.099495
-0.011154,-0.099221
-0.013648,-0.098914
-0.015915,-0.098569
-0.017962,-0.098225
-0.019788,-0.097864
-0.021402,-0.097537
-0.022798,-0.097204
-0.023992,-0.096938
-0.024969,-0.096665
-0.025758,-0.096489
-0.026333,-0.096299
-0.026734,-0.096229
-0.026924,-0.096134
-0.026951,-0.096172
-0.026772,-0.096176
-0.026437,-0.096317
-0.025901,-0.096417
-0.025213,-0.096643
-0.024331,-0.096830
-0.023296,-0.097120
-0.022075,-0.097375
-0.020696,-0.097703
-0.019139,-0.098002
-0.017416,-0.098335
-0.015519,-0.098645
-0.013453,-0.098950
-0.011214,-0.099231
-0.008802,-0.099468
-0.006219,-0.099671
-0.003461,-0.099795
-0.000526,-0.099862
0.002588,-0.099822
0.005883,-0.099685
0.009359,-0.099417
0.013017,-0.099000
0.016860,-0.098426
0.020881,-0.097637
0.025089,-0.096659
0.029463,-0.095390
0.034022,-0.093890
0.038723,-0.092014
0.043604,-0.089845
0.048590,-0.087201
0.053736,-0.084182
0.058921,-0.080570
0.064231,-0.076479
0.069475,-0.071644
0.074775,-0.066195
0.079899,-0.059885
0.084903,-0.052739
0.089333,-0.044382
0.093495,-0.035223
0.096350,-0.025403
0.098625,-0.015428
0.099602,-0.005457
0.099756,0.004144
0.098972,0.013115
0.097483,0.021487
0.095427,0.029290
0.092922,0.036494
0.090067,0.043081
0.086912,0.049094
0.083585,0.054600
0.080090,0.059597
0.076518,0.064149
0.072860,0.068247
0.069210,0.071964
0.065562,0.075301
0.061949,0.078293
0.058414,0.080991
0.054931,0.083355
0.051586,0.085515
0.048305,0.087352
0.045201,0.089062
0.042178,0.090466
0.039349,0.091800
0.036620,0.092857
0.034089,0.093880
0.031676,0.094664
0.029458,0.095430
0.027378,0.096003
0.025489,0.096560
0.023752,0.096973
0.022197,0.097362
0.020804,0.097657
0.019582,0.097915
0.018527,0.098124
0.017634,0.098280
0.016910,0.098423
0.016342,0.098499
0.015940,0.098590
0.015688,0.098604
0.015601,0.098647
0.015657,0.098610
0.015874,0.098603
0.016232,0.098521
0.016745,0.098457
0.017397,0.098326
0.018197,0.098195
0.019136,0.098007
0.020215,0.097796
0.021429,0.097536
0.022777,0.097228
0.024257,0.096875
0.025864,0.096450
0.027605,0.095975
0.029469,0.095410
0.031464,0.094779
0.033579,0.094042
0.035820,0.093215
0.038179,0.092273
0.040654,0.091205
0.043247,0.090012
0.045941,0.088653
0.048752,0.087155
0.051645,0.085449
0.054652,0.083585
0.057715,0.081466
0.060886,0.079160
0.064080,0.076552
0.067368,0.073721
0.070643,0.070537
0.073985,0.067076
0.077268,0.063212
0.080566,0.059009
0.083732,0.054348
0.086845,0.049287
0.089741,0.043728
0.092469,0.037697
0.094842,0.031097
0.096916,0.023957
0.098523,0.016242
0.099545,0.007905
0.099816,-0.001150
0.099224,-0.010777
0.097512,-0.020697
0.095041,-0.030441
0.091688,-0.039422
0.087802,-0.047566
0.083463,-0.054827
0.078820,-0.061266
0.074037,-0.066936
0.069212,-0.071967
0.064304,-0.076338
0.059469,-0.080225
0.054635,-0.083537
0.049932,-0.086494
0.045267,-0.088963
0.040771,-0.091177
0.036362,-0.092961
0.032139,-0.094567
0.028028,-0.095809
0.024106,-0.096927
0.020323,-0.097740
0.016734,-0.098465
0.013310,-0.098944
0.010080,-0.099363
0.007029,-0.099594
0.004165,-0.099782
0.001483,-0.099836
-0.001016,-0.099859
-0.003334,-0.099797
-0.005472,-0.099710
-0.007432,-0.099581
-0.009215,-0.099430
-0.010823,-0.099274
-0.012255,-0.099097
-0.013517,-0.098947
-0.014603,-0.098775
-0.015526,-0.098651
-0.016293,-0.098509
-0.016925,-0.098410
-0.017436,-0.098318
-0.017841,-0.098243
-0.018201,-0.098187
-0.018540,-0.098118
-0.018896,-0.098056
-0.019281,-0.097977
-0.019705,-0.097895
-0.020168,-0.097797
-0.020675,-0.097694
-0.021227,-0.097573
-0.021823,-0.097444
-0.022461,-0.097296
-0.023141,-0.097139
-0.023860,-0.096962
-0.024617,-0.096776
-0.025410,-0.096568
-0.026240,-0.096348
-0.027106,-0.096106
-0.028009,-0.095849
-0.028946,-0.095568
-0.029918,-0.095270
-0.030924,-0.094947
-0.031966,-0.094602
-0.033040,-0.094232
-0.034147,-0.093836
-0.035285,-0.093414
-0.036454,-0.092964
-0.037651,-0.092487
-0.038876,-0.091976
-0.040131,-0.091439
-0.041410,-0.090863
-0.042719,-0.090259
-0.044051,-0.089612
-0.045412,-0.088936
-0.046792,-0.088210
-0.048202,-0.087456
-0.049629,-0.086645
-0.051085,-0.085805
-0.052553,-0.084903
-0.054051,-0.083969
-0.055557,-0.082966
-0.057094,-0.081932
-0.058633,-0.080821
-0.060203,-0.079675
-0.061771,-0.078447
-0.063371,-0.077181
-0.064960,-0.075826
-0.066583,-0.074435
-0.068179,-0.072940
-0.069805,-0.071405
-0.071411,-0.069782
-0.073043,-0.068122
-0.074613,-0.066343
-0.076224,-0.064541
-0.077731,-0.062635
-0.079236,-0.060742
-0.080681,-0.058833
-0.082051,-0.056911
-0.083353,-0.054989
-0.084589,-0.053069
-0.085752,-0.051151
-0.086857,-0.049246
-0.087915,-0.047362
-0.088893,-0.045481
-0.089824,-0.043626
-0.090684,-0.041788
-0.091507,-0.039982
-0.092256,-0.038189
-0.092979,-0.036432
-0.093628,-0.034690
-0.094258,-0.032983
-0.094816,-0.031294
-0.095363,-0.029642
-0.095838,-0.028008
-0.096308,-0.026412
-0.096709,-0.024834
-0.097109,-0.023295
-0.097443,-0.021777
