# converted from stack_master/maps/f/global_waypoints.json (global_traj_wpnts_iqp)
# fields_id_unused
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
2.469381060176773701e+01;-2.527344799899174710e+00;-2.440121038612583226e-01;4.104698462711802165e-01;-9.402882275547413959e-02;9.082877872564553812e+00;3.923821067800750573e+00;1.502011866113942551e+00;1.593535262099514460e+00
2.479378554347529828e+01;-2.435497592377985132e+00;-2.045518249762362517e-01;4.011163491916414081e-01;-9.310675278353301720e-02;9.125965045570323397e+00;3.923809069151428019e+00;1.527161076519891303e+00;1.572189928008399518e+00
2.489376048518285955e+01;-2.343269248743476751e+00;-1.659407404572624534e-01;3.918528829970038263e-01;-9.219216602322993781e-02;9.168849610441398568e+00;3.924615056161819382e+00;1.557458839281671503e+00;1.545702701712681204e+00
2.499373542689042083e+01;-2.250707478226579905e+00;-1.281888603748604916e-01;3.826836533596007506e-01;-9.125596512478585665e-02;9.211543274708107631e+00;3.928674830265512341e+00;1.592605710426647558e+00;1.508186149069065785e+00
2.509371036859798210e+01;-2.157785860924648969e+00;-9.127535798957747692e-02;3.736059943120344506e-01;-9.032489195251056091e-02;9.254083832347083316e+00;3.933688343499663453e+00;1.617822881340398311e+00;1.471144406473670063e+00
2.519368531030554692e+01;-2.064554649317728696e+00;-5.521015139802421673e-02;3.646236826400297559e-01;-8.938611903671946080e-02;9.296483641774555551e+00;3.940736602636217167e+00;1.639598243429948088e+00;1.434904580076983072e+00
2.529366025201310819e+01;-1.970984221311937068e+00;-1.997175346628233747e-02;3.557329794454282546e-01;-8.845386878512952189e-02;9.338766402799071997e+00;3.938516836951248212e+00;1.662540446785361059e+00;1.399522235681147420e+00
2.539363519372066946e+01;-1.877127086431040537e+00;1.443002538094018995e-02;3.469371577534556828e-01;-8.752788305804762303e-02;9.380834925976770933e+00;3.913698053933580390e+00;1.688379536057205810e+00;1.365004102766726790e+00
2.549361013542823073e+01;-1.782950627713097314e+00;4.801698898764369949e-02;3.382315211515838360e-01;-8.660921767720292097e-02;9.422452301711674139e+00;3.889131966384390626e+00;1.713387576540617685e+00;1.331327265805650084e+00
2.559358507713579201e+01;-1.688509300979856187e+00;8.077947812157196261e-02;3.296196612522626079e-01;-8.569273826510519221e-02;9.463627151430692663e+00;3.864813916578157649e+00;1.726758939722302655e+00;1.298498771787790051e+00
2.569356001884335328e+01;-1.593767788002593333e+00;1.127394268411377881e-01;3.210970084099575850e-01;-8.478331093028047827e-02;9.504367835544726972e+00;3.840739385489515989e+00;1.744929293882287791e+00;1.266495437914806788e+00
2.579353496055091455e+01;-1.498782206174151366e+00;1.438875086760913191e-01;3.126672283309703815e-01;-8.387649639367172894e-02;9.544682464372172603e+00;3.816903987032790990e+00;1.767749392316761980e+00;1.235324470640522643e+00
2.589350990225847582e+01;-1.403515210334912000e+00;1.742455012977915663e-01;3.043256852822928682e-01;-8.297673797171048471e-02;9.584578908481455883e+00;3.793303462605654541e+00;1.795059983868289022e+00;1.204962660918557971e+00
2.599348484396603709e+01;-1.308023249917082298e+00;2.038048610345078449e-01;2.960760378687772310e-01;-8.207905082876017222e-02;9.624064808489901424e+00;3.769933675918921701e+00;1.824646407699651585e+00;1.175416940471582183e+00
2.609345978567360191e+01;-1.212268674024164827e+00;2.325866332973782202e-01;2.879137984247250870e-01;-8.118821475224755058e-02;9.663147584353481534e+00;3.746790608093817365e+00;1.853462841229000180e+00;1.146664622424106605e+00
2.619343472738116319e+01;-1.116306502454084582e+00;2.605835776975042317e-01;2.798424586087242538e-01;-8.029929736028509901e-02;9.701834444179397110e+00;3.723870353009251399e+00;1.874743601624619949e+00;1.118711827341841714e+00
2.629340966908872446e+01;-1.020100158383972611e+00;2.878156193392668594e-01;2.718577745065056117e-01;-7.941698714678976923e-02;9.740132392591128507e+00;3.701169112886099732e+00;1.883418659558379060e+00;1.091536785313402591e+00
2.639338461079628573e+01;-9.237027037755790593e-01;3.142769035191331217e-01;2.639630369503058738e-01;-7.853636293860651041e-02;9.778048238673411774e+00;3.678683194089729103e+00;1.896543303351224896e+00;1.065144687706433668e+00
2.649335955250384700e+01;-8.270787699510079305e-01;3.399862653606608998e-01;2.561542509824676905e-01;-7.766209891957059908e-02;9.815588603522645172e+00;3.656409003142986336e+00;1.914039648741478139e+00;1.039514669831872018e+00
2.659333449421140827e+01;-7.302793626082171308e-01;3.649391753605394917e-01;2.484345033304999895e-01;-7.678935753947398191e-02;9.852759927426429698e+00;3.634343042931303280e+00;1.935788977153162671e+00;1.014651014442983890e+00
2.669330943591896954e+01;-6.332704217568878580e-01;3.891534208709029330e-01;2.408000439108348711e-01;-7.592270857729327416e-02;9.889568476694256205e+00;3.612481909093872900e+00;1.960027459350798917e+00;9.905337412245207585e-01
2.679328437762653081e+01;-5.361008322851443797e-01;4.126257272923209429e-01;2.332537602393978116e-01;-7.505740936584785750e-02;9.926020350159841854e+00;3.590822286585121592e+00;1.983526263788301991e+00;9.671662541443150074e-01
2.689325931933409564e+01;-4.387379127882222174e-01;4.353728858745475883e-01;2.257921429380769229e-01;-7.419793942810179455e-02;9.962121485374209939e+00;3.569360946401769930e+00;2.006301071574081440e+00;9.445294288792775994e-01
2.699323426104165691e+01;-3.412283898472096011e-01;4.573928010213259565e-01;2.184178836186652095e-01;-7.333967449042934350e-02;9.997877664507301532e+00;3.548094742459997786e+00;2.019233984648663327e+00;9.226258263076605459e-01
2.709320920274921818e+01;-2.435410078777923149e-01;4.787013247658356563e-01;2.111277068526944412e-01;-7.248696932917497726e-02;1.003329451997471544e+01;3.527020608620222486e+00;2.022984216431976456e+00;9.014371458785510605e-01
2.719318414445677945e+01;-1.457203170970627071e-01;4.992974621016256775e-01;2.039241147654191622e-01;-7.163533191225718300e-02;1.006837753980506101e+01;3.506135555846563445e+00;2.030931702662684746e+00;8.809651443997343900e-01
2.729315908616434072e+01;-4.773651602565941177e-02;5.191961859764823162e-01;1.968040583039605274e-01;-7.078898824112384025e-02;1.010313207276239389e+01;3.485436669496135398e+00;2.043038387456543870e+00;8.611923105222851760e-01
2.739313402787190199e+01;5.036802238974406876e-02;5.383975226524229107e-01;1.897698565409360327e-01;-6.994358997469561634e-02;1.013756333323726722e+01;3.464921106729966560e+00;2.059234282738951372e+00;8.421196382456791474e-01
2.749310896957946326e+01;1.486216315222541329e-01;5.569156272718819300e-01;1.828186782813949751e-01;-6.910322152466021051e-02;1.017167640591903321e+01;3.444586094039049140e+00;2.077764024762465578e+00;8.237303703021502388e-01
2.759308391128702453e+01;2.469841047556336211e-01;5.747514689498357532e-01;1.759526668827122720e-01;-6.826368631534304732e-02;1.020547625026124905e+01;3.424428924879557634e+00;2.095611889032769071e+00;8.059898021477039931e-01
2.769305885299458581e+01;3.454823044440878399e-01;5.919184461708069112e-01;1.691692001224593955e-01;-6.742892147897305843e-02;1.023896770475126772e+01;3.404446957410860009e+00;2.112790789502821731e+00;7.887650842975154619e-01
2.779303379470215063e+01;4.440781698851760662e-01;6.084183943220542456e-01;1.624702530741255480e-01;-6.659489010576902235e-02;1.027215549099441638e+01;3.384637612332543899e+00;2.129302641577485389e+00;7.573054328420204540e-01
2.789300873640971190e+01;5.427970972868975119e-01;6.242640151538316751e-01;1.558534032082539156e-01;-6.576537556448570909e-02;1.030504421762250722e+01;3.364998370811317141e+00;2.145159717701557778e+00;7.174926236427400239e-01
2.799298367811727317e+01;6.416031452302972671e-01;6.394579364259854737e-01;1.493204651496653490e-01;-6.493650008599992363e-02;1.033763838403582724e+01;3.345526772499444856e+00;2.160364817009952976e+00;6.906267841942907992e-01
2.809295861982483444e+01;7.405202544044313662e-01;6.540122212869754481e-01;1.428692071474055858e-01;-6.411189415156068327e-02;1.036994238398720825e+01;3.326220413632684725e+00;2.174929618346975957e+00;6.761461885637789493e-01
2.819293356153239571e+01;8.395145714690657179e-01;6.679302190708639175e-01;1.365012903391848997e-01;-6.328785267236414214e-02;1.040196050901622904e+01;3.307076945210533747e+00;2.188857704677374283e+00;6.623014905752425685e-01
2.829290850323995699e+01;9.386085960473150580e-01;6.812234100990800512e-01;1.302146641084918066e-01;-6.246783960915363448e-02;1.043369695174116352e+01;3.288094071248710559e+00;2.202160209586794704e+00;6.490793351093604446e-01
2.839288344494751826e+01;1.037770529116567753e+00;6.938957978193331932e-01;1.240108444218859240e-01;-6.164831126897068331e-02;1.046515580901579234e+01;3.269269547104979523e+00;2.214841409888992363e+00;6.364768884293742213e-01
2.849285838665507953e+01;1.137021445100206529e+00;7.059583329760640291e-01;1.178879535142971502e-01;-6.083257816870781681e-02;1.049634108495780715e+01;3.250601177871954128e+00;2.226911941739483591e+00;6.244813606159763664e-01
2.859283332836264435e+01;1.236331564763995416e+00;7.174156093610982721e-01;1.118473692413337606e-01;-6.001725930630658762e-02;1.052725669385513818e+01;3.232086816833847021e+00;2.238376694694871993e+00;6.130894197853106187e-01
2.869280827007020562e+01;1.335720555034024093e+00;7.282780988538823941e-01;1.058873781057525498e-01;-5.920551126121668256e-02;1.055790646295615254e+01;3.213724363985734467e+00;2.236478503767857617e+00;6.022888114723863318e-01
2.879278321177776689e+01;1.435160620663399778e+00;7.385509251419803967e-01;1.000092250243773684e-01;-5.839414431370533454e-02;1.058829413514937201e+01;3.195511764609860528e+00;2.230694939602885896e+00;5.920757408391362775e-01
2.889275815348532817e+01;1.534670038921413182e+00;7.482441289980609200e-01;9.421135089228171999e-02;-5.758613045843197220e-02;1.061842337153797899e+01;3.177447007908555499e+00;2.228800079026094227e+00;5.824384605929578962e-01
2.899273309519288944e+01;1.634222963478352275e+00;7.573633068409768576e-01;8.849487620030371815e-02;-5.677844335560420369e-02;1.064829775391414479e+01;3.159528125689162970e+00;2.230812407090907001e+00;5.733727461826145788e-01
2.909270803690045071e+01;1.733836298861387348e+00;7.659181136540936796e-01;8.285838955593716193e-02;-5.597389842444528557e-02;1.067792078713788584e+01;3.141753191100022491e+00;2.236729751559098478e+00;5.648673297744709609e-01
2.919268297860801198e+01;1.833486113762873515e+00;7.739145650192678083e-01;7.730289303118498268e-02;-5.516964080960846256e-02;1.070729590142492071e+01;3.124120317414212700e+00;2.244727580926180188e+00;5.569175879276166974e-01
2.929265792031557325e+01;1.933187956989557810e+00;7.813619729798025881e-01;7.182711477607850448e-02;-5.436832260788275473e-02;1.073642645454774680e+01;3.106627656859563658e+00;2.252176186991126983e+00;5.495127046338311727e-01
2.939263286202313452e+01;2.032919778389705723e+00;7.882667217021631645e-01;6.643194421632858671e-02;-5.356726692443702226e-02;1.076531573395392627e+01;3.089273399492053152e+00;2.259082034949538187e+00;5.388957614807310392e-01
2.949260780373069935e+01;2.132695786551113581e+00;7.946378206018261947e-01;6.111624107394542094e-02;-5.276895591074487468e-02;1.079396695880536150e+01;3.072055772110802607e+00;2.265454060441616235e+00;4.998024697702085350e-01
2.959258274543826062e+01;2.232495779990587348e+00;8.004819748456399875e-01;5.588078872905066774e-02;-5.197087770119113853e-02;1.082238328194211441e+01;3.054973037212998843e+00;2.271299051517347234e+00;4.792611187351936142e-01
2.969255768714582189e+01;2.332332644413614098e+00;8.058079295051397972e-01;5.072457194978818862e-02;-5.117535506925566247e-02;1.085056779177418207e+01;3.038023491988116387e+00;2.276625687670197795e+00;4.739473769651609825e-01
2.979253262885338316e+01;2.432187993466769171e+00;8.106226659522934863e-01;4.564827198307708223e-02;-5.038007808725959019e-02;1.087852351410441543e+01;3.021205467346735229e+00;2.281441031329725977e+00;4.691436532528156511e-01
2.989250757056094443e+01;2.532073404369635572e+00;8.149347005791270915e-01;4.065098935934674529e-02;-4.958717632298321326e-02;1.090625341388562219e+01;3.004517326984916359e+00;2.285753540798125982e+00;4.648407825487507750e-01
2.999248251226850570e+01;2.631972275605792166e+00;8.187512488119048637e-01;3.573331252460265617e-02;-4.879447560569306896e-02;1.093376039691473878e+01;2.987957466482794366e+00;2.289570508166027807e+00;4.610322903112302195e-01
3.009245745397606697e+01;2.731894888970578528e+00;8.220806324602311088e-01;3.089445439357629830e-02;-4.800397068757402547e-02;1.096104731146680678e+01;2.971524312432949344e+00;2.294595241008106967e+00;4.577092869072609815e-01
3.019243239568362824e+01;2.831826396199850659e+00;8.249302619338856335e-01;2.613491512746590750e-02;-4.721364797234019195e-02;1.098811694987134224e+01;2.955216321601864760e+00;2.303474140978861939e+00;4.548650619037894471e-01
3.029240733739119307e+01;2.931775806834401532e+00;8.273082968485897526e-01;2.145401212853537132e-02;-4.642538293793195547e-02;1.101497205003356683e+01;2.939031980118453458e+00;2.316171483804482456e+00;4.524909679927927586e-01
3.039238227909875434e+01;3.031729985635873259e+00;8.292223048755653636e-01;1.685214342301577517e-02;-4.563757932582390708e-02;1.104161529690283494e+01;2.922969802691143926e+00;2.332631046719217505e+00;4.505800845981375313e-01
3.049235722080631561e+01;3.131696686911215277e+00;8.306803106672702164e-01;1.232871024720960662e-02;-4.485169190521227228e-02;1.106804932389048801e+01;2.907028331852652858e+00;2.351491788585757359e+00;4.491239775460565409e-01
3.059233216251387688e+01;3.231664458724756273e+00;8.316900021096444995e-01;7.884027817407268657e-03;-4.406632901088618909e-02;1.109427671423924266e+01;2.891206137229050732e+00;2.352501362123192941e+00;4.460632253387696311e-01
3.069230710422143815e+01;3.331639809807001473e+00;8.322592958388597140e-01;3.517586011306583771e-03;-4.328269322376333134e-02;1.112030000234612004e+01;2.875501814834123593e+00;2.353070572016268347e+00;4.099412278611027638e-01
3.079228204592899942e+01;3.431612940479658480e+00;8.323959680325138111e-01;-7.703570889989741488e-04;-4.249936007401027699e-02;1.114612167504083828e+01;2.859913986387788931e+00;2.353207155175924381e+00;3.968188142795573414e-01
3.089225698763656069e+01;3.531589150618188455e+00;8.321078558968394434e-01;-4.980216302681972351e-03;-4.171757905186257442e-02;1.117174417282148013e+01;2.844441298656122274e+00;2.352918969764191015e+00;3.971068594219205328e-01
3.099223192934412197e+01;3.631560239832057668e+00;8.314027962879263489e-01;-9.111799156752198314e-03;-4.093612636064770938e-02;1.119716989104917282e+01;2.829082422813697928e+00;2.352213820020681023e+00;3.978118757121356097e-01
3.109220687105168324e+01;3.731530309500213249e+00;8.302885717159098622e-01;-1.316544599276614491e-02;-4.015612297112628598e-02;1.122240118110342344e+01;2.813836053827293515e+00;2.351099504670651985e+00;3.989260559116442062e-01
3.119218181275924806e+01;3.831492723918699550e+00;8.287730521872632705e-01;-1.714102658173954907e-02;-3.937641612532392921e-02;1.124744035149969434e+01;2.798700909858034436e+00;2.349583867525256942e+00;4.004415700302643710e-01
3.129215675446680933e+01;3.931450452156907360e+00;8.268639873516387961e-01;-2.103880373396727066e-02;-3.859797769343092239e-02;1.127228966897069640e+01;-1.098611019224448482e+00;2.347674670026006272e+00;4.023506505389393695e-01
3.139213169617437060e+01;4.031398359006559851e+00;8.245692558732113930e-01;-2.485872138601319392e-02;-3.782023338864842765e-02;1.126254177510436527e+01;-7.692037022772824528e+00;2.345379770836858668e+00;4.046454496567085113e-01
3.149210663788193187e+01;4.131338246588259544e+00;8.218965931280320936e-01;-2.860100178296320905e-02;-3.704355912551082763e-02;1.119405312342418490e+01;-7.841614391974979448e+00;2.342706912688098608e+00;3.895025703847854737e-01
3.159208157958949315e+01;4.231266473418589413e+00;8.188538633623976271e-01;-3.226553353705785554e-02;-3.626585533043327758e-02;1.112379860688699296e+01;-7.989901520438204230e+00;2.339663946077865653e+00;3.695098443440910096e-01
3.169205652129705442e+01;4.331183771853858389e+00;8.154488200956655497e-01;-3.585239439133358630e-02;-3.548993952604403979e-02;1.105175622102980881e+01;-8.136473000832870284e+00;2.336258628006107951e+00;3.642120438960855244e-01
3.179203146300461569e+01;4.431087817542780805e+00;8.116892931035261105e-01;-3.936205567349837509e-02;-3.472110241135639708e-02;1.097790639152767866e+01;-8.280608384489514862e+00;2.332498780154594886e+00;3.679638809219611395e-01
3.189200640471217696e+01;4.530978633858055993e+00;8.075829802795890799e-01;-4.279488667352215892e-02;-3.394954941894406941e-02;1.090223472780050251e+01;-8.423416188899709667e+00;2.328392101638072642e+00;3.720616196813640864e-01
3.199198134641974178e+01;4.630855276811101540e+00;8.031376690629220549e-01;-4.614915746265957353e-02;-3.315265376619083715e-02;1.082471528379068637e+01;-8.567516116430459405e+00;2.326468314577135654e+00;3.764974970873055105e-01
3.209195628812729950e+01;4.730715652256486159e+00;7.983613923662511436e-01;-4.942400581549200034e-02;-3.238674171556218950e-02;1.074529604647979397e+01;-8.706298773491168319e+00;2.328507688296660660e+00;3.812634561941240507e-01
3.219193122983486433e+01;4.830561810044257776e+00;7.932614208113845100e-01;-5.263487011527012704e-02;-3.184589299422362074e-02;1.066398441961340460e+01;-8.817512834339076733e+00;2.334507257916278000e+00;3.738161772852995335e-01
3.229190617154242204e+01;4.930388435148524984e+00;7.878437354404143056e-01;-5.579196822493415198e-02;-3.136736423395554418e-02;1.058099726105814931e+01;-8.920730906931558124e+00;2.344441880665586453e+00;3.479332081349355565e-01
3.239188111324998687e+01;5.030200364839710225e+00;7.821122256840744580e-01;-5.892837070492240592e-02;-3.137545334855579293e-02;1.049637098876089425e+01;-8.968903319030856025e+00;2.353080130581019169e+00;3.501188052637281833e-01
3.249185605495755169e+01;5.129991037122532127e+00;7.760678271877172740e-01;-6.206558305738174575e-02;-3.140167261397366211e-02;1.041059425588662357e+01;-9.015481782077387152e+00;2.347033689029148107e+00;3.551737319451079844e-01
3.259183099666510941e+01;5.229765939137205777e+00;7.697097435711551805e-01;-6.521381349623833756e-02;-3.157779208209306882e-02;1.032365382165840018e+01;-9.046341445205879239e+00;2.340673401933632380e+00;3.614760175219562943e-01
3.269180593837267423e+01;5.329515625849829519e+00;7.630370118883215147e-01;-6.837964220091730105e-02;-3.175109948604806775e-02;1.023567356416468144e+01;-9.078274667751228932e+00;2.333998195156199884e+00;3.680907530048923015e-01
3.279178088008023195e+01;5.429247786606371307e+00;7.560474550125031445e-01;-7.156013709573372239e-02;-3.187296169924059425e-02;1.014661585705857227e+01;-9.116266587952313927e+00;2.327005988171742867e+00;3.750211757156091119e-01
3.289175582178779678e+01;5.528952386444836442e+00;7.487404954235055143e-01;-7.475179932645015235e-02;-3.186383371031845796e-02;1.005639184346305015e+01;-9.167646837337093402e+00;2.323034205937996699e+00;3.597494189423813271e-01
3.299173076349535449e+01;5.628633294798014219e+00;7.411173647576048129e-01;-7.788391041450304364e-02;-3.079421811108559032e-02;9.964835522624227337e+00;-9.325392146374310798e+00;2.323044336628912632e+00;3.407490125893110622e-01
3.309170570520291932e+01;5.728294888905637983e+00;7.331870240068302236e-01;-8.091042139994297777e-02;-3.003080125170726547e-02;9.870832584968997736e+00;-9.320639301235779328e+00;2.327045877875720592e+00;3.486561090007032626e-01
3.319168064691047704e+01;5.827923734441450954e+00;7.249546964008618533e-01;-8.400608678116672223e-02;-3.190151147573833806e-02;9.775974385136722233e+00;-9.182367214807278799e+00;2.335021648174585795e+00;3.568682290164622573e-01
3.329165558861804186e+01;5.927538776394200681e+00;7.164035466133353847e-01;-8.728985692087243287e-02;-3.392582120671078227e-02;9.681614634180276013e+00;-8.927520728869982491e+00;2.337664931096412158e+00;3.653997695658001144e-01
3.339163053032560668e+01;6.027111515976419476e+00;7.075139326204812340e-01;-9.084908610644570892e-02;-3.728101370528152242e-02;9.588983532984608260e+00;-8.683163943133335394e+00;2.328768651690720670e+00;3.742736249564460049e-01
3.349160547203316440e+01;6.126662943071277567e+00;6.982520905255181765e-01;-9.474424009928439361e-02;-4.063279370150978120e-02;9.498021245382963329e+00;-8.451942500256111046e+00;2.319499820855293937e+00;3.835208132550315674e-01
3.359158041374072923e+01;6.226164375347882363e+00;6.885870929814841279e-01;-9.897194334356473888e-02;-4.394671396860228701e-02;9.408636599432913528e+00;-8.229878854789383524e+00;2.313955395069541066e+00;3.624909879420208925e-01
3.369155535544828695e+01;6.325632733091835824e+00;6.784839715073769373e-01;-1.035314051473488206e-01;-4.726197201349005561e-02;9.320776756400341867e+00;-8.015449869978146680e+00;2.312283824711326208e+00;3.515807617351977554e-01
3.379153029715585177e+01;6.425042258036753218e+00;6.679120160774798531e-01;-1.084226534250192220e-01;-5.059216447012855611e-02;9.234402583580106239e+00;-7.809619717869654032e+00;2.314460773658201909e+00;3.621658261862124029e-01
3.389150523886340949e+01;6.524406604941422216e+00;6.568363222634017173e-01;-1.136473339336312449e-01;-5.392254299205288814e-02;9.149462198595418982e+00;-7.611948156105395213e+00;2.320442607625783360e+00;3.732566308438510227e-01
3.399148018057097431e+01;6.623700676440233082e+00;6.452261922284630025e-01;-1.192045427896135656e-01;-5.725453125481597128e-02;9.065905932511721943e+00;-7.422094882438324603e+00;2.316895153173030408e+00;3.848854996299151399e-01
3.409145512227853203e+01;6.722935316331070332e+00;6.330468299869173032e-01;-1.250954568623432461e-01;-6.058864024293981326e-02;8.983685400252602093e+00;-7.239417577365580669e+00;2.309595154403640382e+00;3.970863695276038996e-01
3.419143006398609685e+01;6.822086239753479830e+00;6.202676332422063510e-01;-1.313195425764828173e-01;-6.392938977012220525e-02;8.902757026344371383e+00;-7.063953161030078753e+00;2.306004193271052660e+00;3.745973360602657953e-01
3.429140500569366168e+01;6.921160980388070705e+00;6.068539735462261664e-01;-1.378782498633945863e-01;-6.727314825272191767e-02;8.823074637513057539e+00;-6.895178621063721813e+00;2.306105748714273762e+00;3.724414237220033952e-01
3.439137994740121940e+01;7.020136309226820082e+00;5.927752622447898245e-01;-1.447710999198381643e-01;-7.062348734383018523e-02;8.744595810997674690e+00;-6.733018963070962926e+00;2.309865980884763470e+00;3.865389492789609860e-01
3.449135488910878422e+01;7.119016091641541699e+00;5.779971346331538307e-01;-1.519995795784281345e-01;-7.397848699593893851e-02;8.667276939213387266e+00;-6.576929303975414420e+00;2.300173313717160273e+00;4.013392074164131573e-01
3.459132983081634194e+01;7.217778182540982357e+00;5.624889840118377782e-01;-1.595634963618026703e-01;-7.734257138608137405e-02;8.591078703717062837e+00;-6.426916570369636261e+00;2.290250602916435341e+00;4.168736795560912256e-01
3.469130477252390676e+01;7.316422369268106074e+00;5.462168199852398542e-01;-1.674644470063524349e-01;-8.071308354941655883e-02;8.515959844579862548e+00;-6.282486710021976783e+00;2.283890818990974125e+00;4.204175457214683331e-01
3.479127971423146448e+01;7.414927718363191644e+00;5.291499405680313295e-01;-1.757025364474658069e-01;-8.409430453328528565e-02;8.441883059440634440e+00;-6.143677083375385095e+00;2.281091086320158112e+00;4.108189272736217923e-01
3.489125465593902931e+01;7.513289680135541992e+00;5.112548490988446659e-01;-1.842793725574758401e-01;-8.748343624084670145e-02;8.368808880163870256e+00;-6.010050969039732571e+00;2.281830649431414226e+00;4.179818449364362531e-01
3.499122959764659413e+01;7.611488488819286857e+00;4.925006986276739829e-01;-1.931953489351034836e-01;-9.088445722365325052e-02;8.296701337407004218e+00;-5.881529591155683079e+00;2.271504796340579446e+00;4.367182919464530633e-01
3.509120453935415185e+01;7.709514918186107124e+00;4.728546579992651266e-01;-2.024520773556890418e-01;-9.429650034370053169e-02;8.225523808614077836e+00;-5.757362383554008645e+00;2.262439383211246824e+00;4.563544380537316592e-01
3.519117948106171667e+01;7.807350457496750273e+00;4.522856327354756178e-01;-2.120507998892771084e-01;-9.772870910692971202e-02;8.155247267171411352e+00;-5.637963381057031320e+00;2.256826778999422967e+00;4.633597039284669816e-01
3.529115442276927439e+01;7.904980798078294235e+00;4.307616024148852030e-01;-2.219933541469285565e-01;-1.011733251475423062e-01;8.085836250380397772e+00;-5.523279722517674628e+00;2.253938983060442158e+00;4.559678919780246753e-01
3.539112936447683921e+01;8.002388662464881008e+00;4.082511136978674848e-01;-2.322808390160342462e-01;-1.046294634957323222e-01;8.017254438483236711e+00;-5.412984208369183925e+00;2.238413955912101905e+00;4.711927944192708662e-01
3.549110430618439693e+01;8.099554716204087512e+00;3.847231908767504982e-01;-2.429145000063275273e-01;-1.081005907767547680e-01;7.949468106105457288e+00;-5.306391040481431176e+00;2.226064371604155046e+00;4.946329016111589705e-01
3.559107924789196176e+01;8.196462620389716847e+00;3.601460682740676988e-01;-2.538965653996059224e-01;-1.115961151675790158e-01;7.882450818120499747e+00;-5.203638130788545979e+00;2.217077865620701971e+00;5.191405589938963283e-01
3.569105418959951947e+01;8.293087590394998543e+00;3.344900156024924187e-01;-2.652287852217931619e-01;-1.151127902185555690e-01;7.816173236469552421e+00;-5.102647973649026447e+00;2.211461954267925467e+00;5.201075308989617785e-01
3.579102913130708430e+01;8.389414415122587343e+00;3.077226378384002592e-01;-2.769157434729245804e-01;-1.186833636038588796e-01;7.750631599751296896e+00;-5.005479288889142175e+00;2.200793383431191685e+00;5.271632393010547979e-01
3.589100407301464912e+01;8.485412341010720283e+00;2.798155139969747407e-01;-2.889602205045815886e-01;-1.222736471265754438e-01;7.685795026853963208e+00;-4.913889941756150570e+00;2.189032595437739204e+00;5.497145293719974957e-01
3.599097901472220684e+01;8.581067076857250342e+00;2.507354684366115971e-01;-3.013636122683043261e-01;-1.258531387752752639e-01;7.621608325927295091e+00;-4.825968018146735261e+00;2.180573435125784165e+00;5.786541356107646195e-01
3.609095395642977167e+01;8.676342512827655895e+00;2.204560509648737232e-01;-3.141253272614870085e-01;-1.294529203869532186e-01;7.558039542847780012e+00;-4.745728294101286160e+00;2.161964592603047297e+00;6.088307043370081439e-01
3.619092889813732938e+01;8.771224803813495896e+00;1.889440118880392483e-01;-3.272450629449348281e-01;-1.330027219357680923e-01;7.495001928760613552e+00;-4.668444995579527301e+00;2.142668406963381678e+00;6.155101732481983445e-01
3.629090383984489421e+01;8.865672071729697734e+00;1.561757719699460589e-01;-3.407202694160937906e-01;-1.365838416270077904e-01;7.432469231657083952e+00;-4.595057480950981876e+00;2.126582699860293690e+00;6.281504809381568410e-01
3.639087878155245193e+01;8.959671627609445466e+00;1.221178554324666432e-01;-3.545553693610625778e-01;-1.401795006035851388e-01;7.370401459345843342e+00;-4.524460409697449670e+00;2.104870107502076149e+00;6.572380547113572113e-01
3.649085372326001675e+01;9.053175038680688402e+00;8.674958738014997006e-02;-3.687502635204600310e-01;-1.438096396511824582e-01;7.308772286813426611e+00;-4.455944077673231973e+00;2.081904869579858541e+00;6.924985222171721189e-01
3.659082866496757447e+01;9.146170451363751397e+00;5.003662290773188553e-02;-3.833119958323392140e-01;-1.474877623009681338e-01;7.247564200588838546e+00;-4.390121358486357650e+00;2.062113286993664474e+00;7.022826539835691495e-01
3.669080360667513929e+01;9.238603548064951099e+00;1.196092736538234731e-02;-3.982416542861602071e-01;-1.512030953829045510e-01;7.186750488770937473e+00;-4.327265604985753633e+00;2.045559759985237758e+00;7.224138220311522307e-01
3.679077854838270412e+01;9.330462008004186458e+00;-2.751259224573362680e-02;-4.135461358859116032e-01;-1.549510621840398950e-01;7.126299624252835585e+00;-4.266728452726091803e+00;2.032286118447332868e+00;7.567407749511521065e-01
3.689075349009026183e+01;9.421685722928661022e+00;-6.839886709406037268e-02;-4.292256056291288147e-01;-1.587449521430645549e-01;7.066188115097104649e+00;-4.208283557660826624e+00;2.010437103084757204e+00;7.976124334107211888e-01
3.699072843179782666e+01;9.512261897846061132e+00;-1.107337444020821821e-01;-4.452891004605170622e-01;-1.625903165584741683e-01;7.006394841229509396e+00;-4.152071224761064272e+00;1.986227569762987866e+00;8.128798208936111047e-01
3.709070337350538438e+01;9.602124373962587001e+00;-1.545286873949756334e-01;-4.617371549374102990e-01;-1.664856514073524141e-01;6.946895890531630258e+00;-4.097855240691129275e+00;1.959738606794778182e+00;8.399381844989330936e-01
