x_m,y_m,w_tr_right_m,w_tr_left_m,psi_rad,kappa_radpm,vx_mps
-4.859561,6.105664,1.1657,0.6161,-1.603963,0.561445,2.8762
-4.860071,6.004868,1.1660,0.6008,-1.548103,0.543424,2.8329
-4.855137,5.905422,1.1802,0.5822,-1.494418,0.538905,2.7784
-4.844689,5.804876,1.1994,0.5515,-1.440567,0.514925,2.7161
-4.829417,5.707164,1.2120,0.4912,-1.391571,0.476040,2.6392
-4.809085,5.608153,1.2376,0.4397,-1.345865,0.421242,2.5414
-4.785431,5.513194,1.2584,0.3936,-1.309074,0.332706,2.4157
-4.757959,5.417366,1.2755,0.3471,-1.273611,0.363404,2.2459
-4.727522,5.324037,1.2980,0.3219,-1.234236,0.580149,2.0908
-4.691002,5.230747,1.3049,0.3161,-1.154719,0.961691,1.9879
-4.646189,5.141960,1.3134,0.2905,-1.048472,1.182778,1.9055
-4.590175,5.057780,1.2309,0.2862,-0.913430,1.504312,1.8724
-4.522645,4.983213,1.1622,0.3019,-0.756579,1.540292,1.8401
-4.444913,4.920473,1.1120,0.2965,-0.600416,1.610395,1.8040
-4.356801,4.870302,1.0837,0.2984,-0.435339,1.608437,1.7723
-4.264225,4.835958,1.0404,0.3169,-0.273774,1.693850,1.7243
-4.162437,4.816901,1.0200,0.3084,-0.096530,1.725528,1.6789
-4.065530,4.816132,1.0273,0.3067,0.087919,2.089724,1.6783
-3.967807,4.833690,1.0573,0.2967,0.242261,0.558919,1.6776
-3.875962,4.859295,1.0593,0.3091,0.324428,1.483439,1.9168
-3.786108,4.896951,1.0058,0.3248,0.466456,1.379865,1.9386
-3.697050,4.950074,0.9261,0.3508,0.609691,1.402721,1.9736
-3.620290,5.011765,0.8638,0.3880,0.741159,1.250817,1.9941
-3.549648,5.085061,0.7901,0.4254,0.866160,1.228604,2.0386
-3.489558,5.165144,0.7345,0.4518,0.985447,1.102676,2.0757
-3.438684,5.251420,0.6994,0.4877,1.088158,0.958074,2.1288
-3.396152,5.342632,0.6871,0.5002,1.178134,0.793074,2.1993
-3.361181,5.436390,0.6754,0.5218,1.245519,0.557237,2.2897
-3.331542,5.531828,0.6663,0.5505,1.290249,0.349246,2.4148
-3.305069,5.629430,0.6758,0.5614,1.319637,0.231016,2.5682
-3.281406,5.725399,0.6829,0.5868,1.336393,0.105481,2.7317
-3.258258,5.823945,0.6896,0.5947,1.342408,0.019167,2.9113
-3.235812,5.920296,0.7001,0.5843,1.339942,-0.071746,3.1004
-3.212331,6.018008,0.7043,0.5879,1.328933,-0.138912,3.2624
-3.187815,6.114124,0.7041,0.5924,1.312161,-0.200723,3.3935
-3.161071,6.210880,0.7069,0.5975,1.289264,-0.251363,3.4959
-3.132283,6.305705,0.7108,0.6058,1.262070,-0.297704,3.5741
-3.100292,6.400839,0.6981,0.6140,1.230045,-0.339493,3.6305
-3.065522,6.493712,0.6816,0.6194,1.194463,-0.376510,3.6578
-3.027002,6.586008,0.6626,0.6310,1.156245,-0.384952,3.6344
-2.985194,6.676298,0.6435,0.6377,1.118095,-0.385429,3.6110
-2.939874,6.765057,0.6208,0.6515,1.079180,-0.392920,3.5866
-2.891087,6.852026,0.6036,0.6562,1.039785,-0.404856,3.5645
-2.838643,6.937234,0.5903,0.6712,0.997884,-0.432452,3.5509
-2.782743,7.019853,0.5731,0.6854,0.953816,-0.446731,3.5416
-2.722929,7.100271,0.5527,0.7014,0.908567,-0.456610,3.5352
-2.659849,7.177462,0.5328,0.7287,0.862671,-0.462989,3.5305
-2.592910,7.252045,0.5141,0.7456,0.815918,-0.470507,3.5284
-2.522888,7.323053,0.4896,0.7633,0.768863,-0.471483,3.5264
-2.449295,7.390960,0.4801,0.7814,0.721569,-0.473697,3.5250
-2.372814,7.455109,0.4509,0.8132,0.674353,-0.470735,3.5236
-2.293230,7.515716,0.4371,0.8321,0.627376,-0.469097,3.5235
-2.210987,7.572464,0.4127,0.8666,0.580732,-0.462725,3.5239
-2.126185,7.625362,0.3939,0.9107,0.534792,-0.457155,3.5265
-2.039008,7.674358,0.3864,0.9445,0.489448,-0.447804,3.5308
-1.949825,7.719351,0.3632,0.9841,0.445204,-0.438604,3.5380
-1.858610,7.760460,0.3624,1.0174,0.401845,-0.426156,3.5478
-1.765907,7.797573,0.3540,1.0375,0.359974,-0.412907,3.5611
-1.671549,7.830900,0.3515,1.0442,0.319345,-0.397482,3.5779
-1.576172,7.860382,0.3448,1.0642,0.280506,-0.380900,3.5988
-1.479492,7.886280,0.3424,1.0750,0.243322,-0.359797,3.6237
-1.382246,7.908617,0.3584,1.0943,0.208647,-0.335270,3.6542
-1.284082,7.927729,0.3582,1.1231,0.176312,-0.311195,3.6911
-1.185687,7.943733,0.3818,1.1404,0.146648,-0.283107,3.7340
-1.086743,7.956962,0.3976,1.1478,0.119429,-0.265653,3.7841
-0.987526,7.967562,0.4226,1.1421,0.093724,-0.248671,3.8373
-0.888144,7.975692,0.4322,1.1429,0.069792,-0.231703,3.8933
-0.788278,7.981540,0.4615,1.1546,0.047489,-0.213967,3.9522
-0.688734,7.985226,0.4942,1.1702,0.026690,-0.204165,4.0145
-0.588528,7.986892,0.5251,1.1683,0.006717,-0.194309,4.0771
-0.489008,7.986612,0.5513,1.1226,-0.012210,-0.186118,4.1401
-0.388780,7.984466,0.5835,1.0664,-0.030469,-0.178125,4.2031
-0.289274,7.980564,0.6187,1.0182,-0.047776,-0.169579,4.2661
-0.189208,7.974940,0.6508,0.9674,-0.064372,-0.161509,4.3295
-0.089805,7.967745,0.6925,0.9165,-0.079975,-0.151764,4.3934
0.009979,7.959000,0.7237,0.8753,-0.094725,-0.142686,4.4584
0.109217,7.948876,0.7464,0.8324,-0.108411,-0.131861,4.5246
0.208638,7.937409,0.7547,0.7894,-0.121100,-0.121727,4.5927
0.307689,7.924763,0.7728,0.7584,-0.132669,-0.110101,4.6625
0.406706,7.911013,0.7908,0.7266,-0.143120,-0.099070,4.7350
0.505581,7.896284,0.8075,0.6750,-0.152441,-0.087455,4.8099
0.604205,7.880710,0.8257,0.6279,-0.160607,-0.076161,4.8877
0.702940,7.864348,0.8406,0.5947,-0.167635,-0.064303,4.9682
0.801235,7.847410,0.8661,0.5458,-0.173461,-0.052521,5.0521
0.899833,7.829881,0.8845,0.5112,-0.178287,-0.043947,5.1392
0.997892,7.812003,0.9075,0.4933,-0.182241,-0.035343,5.2283
1.096316,7.793724,0.9404,0.4586,-0.184587,-0.010717,5.3195
1.194317,7.775415,0.9733,0.4320,-0.184366,0.015248,5.4214
1.292698,7.757196,1.0030,0.3955,-0.181378,0.044667,5.4964
1.390857,7.739470,1.0417,0.3821,-0.175433,0.074615,5.4268
1.489433,7.722423,1.0809,0.3584,-0.166598,0.102071,5.3703
1.587923,7.706423,1.1170,0.3458,-0.155033,0.129499,5.3269
1.686831,7.691654,1.1532,0.3315,-0.141089,0.149378,5.2929
1.785757,7.678388,1.1736,0.3196,-0.125189,0.168197,5.2678
1.885047,7.666751,1.1989,0.3070,-0.108029,0.175075,5.2455
1.984397,7.656866,1.2334,0.2959,-0.090213,0.181558,5.2258
2.084004,7.648774,1.2596,0.3141,-0.071834,0.186213,5.2077
2.183675,7.642540,1.2937,0.3053,-0.053011,0.190958,5.1915
2.283485,7.638208,1.3361,0.3234,-0.033649,0.196607,5.1777
2.383341,7.635837,1.3614,0.3167,-0.013735,0.202452,5.1664
2.483224,7.635487,1.3686,0.3387,0.006835,0.209347,5.1583
2.583099,7.637225,1.3850,0.3376,0.028075,0.215844,5.1533
2.682892,7.641114,1.3531,0.3598,0.049933,0.221771,5.1513
2.782604,7.647213,1.3145,0.3593,0.072257,0.221986,5.1493
2.882133,7.655514,1.2674,0.3775,0.094037,0.214140,5.1473
2.981455,7.665936,1.2268,0.3762,0.114665,0.189613,5.1494
3.080560,7.678225,1.1902,0.3585,0.131315,0.143882,5.1641
3.179436,7.691934,1.1474,0.3592,0.143623,0.107404,5.2016
3.278202,7.706714,1.1128,0.3484,0.153030,0.081091,5.2565
3.376877,7.722302,1.0789,0.3516,0.159971,0.060697,5.3234
3.475445,7.738489,1.0416,0.3814,0.165335,0.046854,5.3989
3.574064,7.755158,1.0131,0.4053,0.169278,0.030041,5.4799
3.672491,7.772098,0.9914,0.4335,0.171248,0.009556,5.3921
3.771079,7.789162,0.9606,0.4812,0.171198,-0.010820,5.2856
3.869505,7.806089,0.9394,0.5093,0.169076,-0.031620,5.1876
3.968154,7.822734,0.9070,0.5150,0.164879,-0.052323,5.0977
4.066760,7.838841,0.8621,0.4991,0.158607,-0.073279,5.0159
4.165539,7.854234,0.8258,0.4935,0.150222,-0.094065,4.9420
4.264499,7.868705,0.7874,0.4750,0.139856,-0.113391,4.8752
4.363430,7.882027,0.7481,0.4783,0.127534,-0.133090,4.8156
4.462871,7.894078,0.7192,0.4984,0.113386,-0.149650,4.7618
4.561945,7.904583,0.6841,0.5010,0.097589,-0.167328,4.7142
4.661904,7.913501,0.6533,0.5248,0.080159,-0.180331,4.6709
4.761089,7.920551,0.6136,0.5667,0.061506,-0.194921,4.6325
4.861468,7.925733,0.5818,0.6167,0.041510,-0.203218,4.5963
4.960744,7.928837,0.5386,0.6546,0.020853,-0.212756,4.5628
5.061292,7.929849,0.5069,0.7070,-0.000831,-0.218682,4.5303
5.160633,7.928677,0.4689,0.7698,-0.022880,-0.224464,4.4988
5.260947,7.925253,0.4394,0.8382,-0.045320,-0.222338,4.4673
5.360237,7.919655,0.4013,0.8946,-0.067315,-0.224117,4.4331
5.459897,7.911785,0.3760,0.9477,-0.090561,-0.239980,4.4035
5.558963,7.901574,0.3505,0.9183,-0.115073,-0.253507,4.3785
5.658005,7.888828,0.3304,0.8830,-0.141126,-0.267464,4.3584
5.756514,7.873477,0.3250,0.8508,-0.168135,-0.271635,4.3389
5.854900,7.855400,0.3107,0.8319,-0.195241,-0.270011,4.3195
5.952357,7.834760,0.3251,0.8125,-0.222242,-0.273610,4.2986
6.049811,7.811320,0.3311,0.7923,-0.249904,-0.278035,4.2784
6.145861,7.785377,0.3506,0.7771,-0.277797,-0.282799,4.2591
6.241990,7.756474,0.3492,0.7560,-0.306423,-0.287465,4.2406
6.336351,7.725121,0.3623,0.7339,-0.335221,-0.291796,4.2229
6.430670,7.690697,0.3616,0.7119,-0.364751,-0.296451,4.2061
6.523050,7.653849,0.3848,0.7067,-0.394388,-0.299549,4.1895
6.615095,7.613900,0.3861,0.6901,-0.424635,-0.303471,4.1735
6.705176,7.571517,0.4081,0.6850,-0.454945,-0.305440,4.1575
6.794521,7.526099,0.4166,0.6898,-0.485701,-0.308464,4.1416
6.881948,7.478212,0.4359,0.6847,-0.516509,-0.309507,4.1257
6.968218,7.427430,0.4498,0.6812,-0.547584,-0.311532,4.1091
7.052613,7.374148,0.4656,0.6764,-0.578699,-0.311528,4.0923
7.135472,7.318154,0.4898,0.6798,-0.609874,-0.312136,4.0744
7.216464,7.259661,0.5014,0.6753,-0.641061,-0.311683,4.0556
7.295622,7.198653,0.5289,0.6853,-0.672198,-0.311666,4.0354
7.372837,7.135214,0.5369,0.6814,-0.703289,-0.309131,4.0139
7.448037,7.069437,0.5589,0.6951,-0.733947,-0.304672,3.9899
7.521211,7.001393,0.5814,0.7057,-0.764063,-0.295263,3.9627
7.592339,6.931232,0.5978,0.7194,-0.792806,-0.280195,3.9300
7.661487,6.859091,0.6272,0.7491,-0.820210,-0.273096,3.8889
7.728640,6.785075,0.6501,0.7634,-0.847849,-0.280199,3.8422
7.793661,6.709248,0.6612,0.7917,-0.876242,-0.288672,3.7956
7.856530,6.631495,0.6654,0.8157,-0.905619,-0.299069,3.7496
7.916937,6.552045,0.6585,0.8427,-0.936026,-0.309935,3.7045
7.975002,6.470560,0.6636,0.8774,-0.967464,-0.318637,3.6591
8.030258,6.387547,0.6606,0.9033,-0.999719,-0.328268,3.6138
8.082980,6.302422,0.6631,0.9423,-1.032954,-0.335728,3.5679
8.132586,6.215979,0.6672,0.9766,-1.066829,-0.344187,3.5211
8.179426,6.127441,0.6579,1.0141,-1.101662,-0.351382,3.4735
8.222911,6.037762,0.6452,1.0624,-1.137075,-0.359363,3.4246
8.263340,5.946148,0.6332,1.0985,-1.173475,-0.367647,3.3742
8.300207,5.853538,0.6195,1.1387,-1.210557,-0.376429,3.3222
8.333702,5.759215,0.6180,1.1739,-1.248777,-0.387448,3.2684
8.363406,5.664039,0.6068,1.2195,-1.287975,-0.398800,3.2133
8.389373,5.567443,0.5862,1.2698,-1.328686,-0.415757,3.1575
8.411248,5.470117,0.5583,1.3143,-1.371021,-0.432835,3.1013
8.428919,5.371753,0.5300,1.3683,-1.415491,-0.457832,3.0470
8.442061,5.272789,0.4965,1.4176,-1.462461,-0.482822,2.9944
8.450390,5.173351,0.4648,1.4675,-1.512745,-0.526110,2.9492
8.453494,5.073423,0.4426,1.5115,-1.567440,-0.567001,2.9113
8.450939,4.973601,0.4059,1.5653,-1.625984,-0.607003,2.8809
8.442322,4.874026,0.3858,1.6282,-1.689098,-0.657511,2.8625
8.427179,4.774887,0.3623,1.5637,-1.755899,-0.674983,2.8468
8.405538,4.677745,0.3390,1.4946,-1.824661,-0.710258,2.8402
8.376743,4.581149,0.3227,1.4148,-1.896371,-0.713505,2.8336
8.341744,4.488496,0.2986,1.3406,-1.967944,-0.733615,2.8325
8.299236,4.396795,0.2996,1.2739,-2.041623,-0.725332,2.8314
8.251102,4.310089,0.2839,1.2192,-2.113486,-0.718922,2.8329
8.196218,4.225978,0.2909,1.1722,-2.183676,-0.675903,2.8359
8.136684,4.146904,0.2853,1.1129,-2.247199,-0.586579,2.8506
8.072322,4.070890,0.3004,1.0642,-2.296196,-0.384536,2.8885
8.005895,3.998770,0.3162,1.0112,-2.336226,-0.477704,2.9786
7.933875,3.927597,0.3568,0.9553,-2.389281,-0.552632,3.0322
7.860472,3.862576,0.3885,0.9135,-2.444397,-0.572937,3.0575
7.780603,3.799611,0.4174,0.8652,-2.504004,-0.591348,3.0736
7.699456,3.743061,0.4505,0.8216,-2.561724,-0.579539,3.0821
7.613106,3.690067,0.4755,0.7794,-2.620710,-0.582145,3.0932
7.525547,3.643075,0.5047,0.7356,-2.676809,-0.550287,3.1022
7.434512,3.600504,0.5369,0.7083,-2.731332,-0.537694,3.1200
7.341659,3.562998,0.5587,0.6980,-2.783439,-0.502250,3.1396
7.247311,3.530307,0.5802,0.6734,-2.832224,-0.476913,3.1680
7.151072,3.502004,0.5932,0.6592,-2.877993,-0.426482,3.2013
7.054269,3.477965,0.6182,0.6379,-2.917314,-0.361390,3.2470
6.956474,3.457390,0.6391,0.6354,-2.949903,-0.287880,3.3090
6.858204,3.439641,0.6565,0.6331,-2.974532,-0.204319,3.3893
6.759640,3.423913,0.6727,0.6319,-2.991071,-0.139142,3.4908
6.660717,3.409545,0.6735,0.6258,-3.002977,-0.098732,3.6074
6.561821,3.396178,0.6717,0.6242,-3.010947,-0.067265,3.7314
6.462642,3.383459,0.6800,0.6274,-3.016886,-0.051375,3.8602
6.363624,3.371277,0.6776,0.6252,-3.021231,-0.037304,3.9891
6.264330,3.359439,0.6894,0.6122,-3.024476,-0.027540,4.1180
6.165219,3.347900,0.6910,0.6095,-3.026730,-0.017911,4.2459
6.065887,3.336515,0.6777,0.6018,-3.028076,-0.008962,4.3733
5.966725,3.325239,0.6755,0.5535,-3.028519,-0.000151,4.5003
5.867407,3.313948,0.6878,0.4947,-3.028123,0.008105,4.6273
5.768228,3.302591,0.6942,0.4506,-3.026899,0.016328,4.7473
5.668962,3.291060,0.6824,0.4113,-3.024867,0.024344,4.8603
5.569810,3.279299,0.6811,0.3586,-3.022072,0.030514,4.9664
5.470631,3.267229,0.6922,0.3283,-3.018858,0.033810,5.0667
5.371541,3.254833,0.6914,0.3266,-3.015496,0.029148,5.1628
5.272450,3.242149,0.6823,0.2973,-3.013312,0.014559,5.2588
5.173422,3.229328,0.6814,0.2978,-3.012664,-0.003164,5.3600
5.074349,3.216535,0.6935,0.3061,-3.014021,-0.023949,5.4649
4.975333,3.203987,0.6915,0.3100,-3.017307,-0.039679,5.5565
4.876167,3.191816,0.6893,0.3365,-3.021837,-0.050895,5.6376
4.777035,3.180155,0.6849,0.3442,-3.027140,-0.050754,5.7106
4.677705,3.168978,0.6942,0.3795,-3.031815,-0.042828,5.7820
4.578404,3.158237,0.6874,0.4356,-3.035781,-0.037647,5.8562
4.478984,3.147861,0.6942,0.4775,-3.039380,-0.034392,5.9319
4.379576,3.137832,0.6855,0.5268,-3.042655,-0.031098,6.0078
4.280109,3.128109,0.6807,0.5892,-3.045597,-0.027804,6.0842
4.180621,3.118664,0.6704,0.6612,-3.048227,-0.025006,6.1612
4.081120,3.109468,0.6602,0.7176,-3.050605,-0.022609,6.2383
3.981569,3.100495,0.6488,0.7766,-3.052749,-0.020306,6.3156
3.882038,3.091727,0.6525,0.7882,-3.054666,-0.018079,6.3930
3.782453,3.083135,0.6613,0.7997,-3.056363,-0.015826,6.4705
3.682889,3.074704,0.6641,0.8105,-3.057829,-0.013522,6.5482
3.583295,3.066406,0.6671,0.8209,-3.059062,-0.011054,6.6262
3.483698,3.058219,0.6588,0.8260,-3.060031,-0.008343,6.7046
3.384115,3.050116,0.6473,0.8348,-3.060723,-0.005356,6.7836
3.284491,3.042063,0.6511,0.8512,-3.061089,-0.001939,6.8630
3.184936,3.034035,0.6597,0.8580,-3.061105,0.001733,6.9408
3.085303,3.025983,0.6489,0.8712,-3.060730,0.005803,7.0171
2.985775,3.017881,0.6412,0.8755,-3.059935,0.010366,7.0920
2.886154,3.009667,0.6466,0.8910,-3.058633,0.015718,7.1644
2.786696,3.001309,0.6417,0.8924,-3.056776,0.022029,7.2322
2.687157,2.992723,0.6254,0.8942,-3.054191,0.029699,7.2945
2.587765,2.983855,0.6252,0.8919,-3.050966,0.031511,7.3505
2.488315,2.974670,0.6287,0.9003,-3.048155,0.024752,7.4043
2.388892,2.965240,0.6321,0.8979,-3.045963,0.020789,7.4623
2.289470,2.955599,0.6231,0.9028,-3.043893,0.020671,7.5225
2.190027,2.945749,0.6228,0.9063,-3.041838,0.020331,7.5820
2.090642,2.935701,0.6159,0.9083,-3.039838,0.019718,7.6410
1.991228,2.925452,0.6204,0.9211,-3.037891,0.019406,7.6997
1.891874,2.915014,0.6148,0.9218,-3.035949,0.019480,7.7580
1.792487,2.904377,0.6169,0.9137,-3.033994,0.019671,7.8155
1.693167,2.893550,0.6118,0.9120,-3.032013,0.020009,7.8721
1.593824,2.882519,0.6224,0.9210,-3.029993,0.020404,7.9278
1.494538,2.871289,0.6173,0.9257,-3.027932,0.020863,7.9490
1.395255,2.859850,0.6145,0.9210,-3.025825,0.021236,7.8883
1.296004,2.848201,0.6083,0.9180,-3.023692,0.021453,7.8273
1.196792,2.836342,0.6187,0.9256,-3.021538,0.021573,7.7656
1.097581,2.824265,0.6184,0.8980,-3.019386,0.021508,7.7034
0.998449,2.811982,0.6189,0.8277,-3.017247,0.021093,7.6404
0.899293,2.799484,0.6097,0.7638,-3.015189,0.020091,7.5763
0.800228,2.786795,0.6169,0.7081,-3.013221,0.019671,7.5107
0.701132,2.773904,0.6348,0.6515,-3.011234,0.020092,7.4441
0.602152,2.760827,0.6397,0.5895,-3.009291,0.016691,7.3768
0.503140,2.747580,0.6600,0.5388,-3.008040,0.008333,7.3062
0.404260,2.734266,0.6638,0.5030,-3.007503,0.005136,7.2302
0.305287,2.720885,0.6776,0.4532,-3.006871,0.007502,7.1528
0.206398,2.707438,0.6759,0.4136,-3.005924,0.013039,7.0766
0.107407,2.693845,0.6713,0.3956,-3.004203,0.021344,7.0053
0.008490,2.680049,0.6665,0.3745,-3.001754,0.026275,6.9364
-0.090452,2.665986,0.6768,0.3566,-2.999014,0.028546,6.8680
-0.189320,2.651646,0.6884,0.3620,-2.996053,0.030711,6.8001
-0.288171,2.636998,0.6883,0.3446,-2.992879,0.032811,6.7326
-0.386977,2.622026,0.6787,0.3552,-2.989515,0.034159,6.6649
-0.485717,2.606719,0.6841,0.3916,-2.986065,0.034895,6.5965
-0.584446,2.591062,0.6778,0.4051,-2.982547,0.035315,6.5275
-0.683068,2.575064,0.6815,0.4387,-2.979014,0.035424,6.4575
-0.781693,2.558707,0.6840,0.4904,-2.975467,0.035411,6.3864
-0.880206,2.542010,0.6861,0.5362,-2.971940,0.035215,6.3141
-0.978699,2.524960,0.7030,0.5808,-2.968425,0.035086,6.2403
-1.077119,2.507567,0.7108,0.6379,-2.964925,0.034981,6.1650
-1.175449,2.489835,0.7034,0.7042,-2.961426,0.035217,6.0884
-1.273786,2.471744,0.7042,0.7692,-2.957867,0.035999,6.0103
-1.371932,2.453322,0.7055,0.8264,-2.954227,0.036909,5.9313
-1.470183,2.434505,0.7069,0.8425,-2.950485,0.037932,5.8513
-1.568135,2.415360,0.7084,0.8403,-2.946625,0.040310,5.7709
-1.666269,2.395765,0.7113,0.8322,-2.942305,0.046089,5.6922
-1.763982,2.375787,0.7176,0.8141,-2.937454,0.048855,5.6132
-1.861874,2.355281,0.7230,0.8028,-2.932858,0.042949,5.5331
-1.959389,2.334419,0.7423,0.8035,-2.928983,0.030695,5.4479
-2.057048,2.313223,0.7506,0.7924,-2.927184,0.005219,5.3538
-2.154576,2.292002,0.7522,0.7860,-2.927843,-0.014778,5.2485
-2.252224,2.270899,0.7630,0.7716,-2.929825,-0.024910,5.1461
-2.349883,2.250045,0.7861,0.7702,-2.932700,-0.029554,5.0435
-2.447631,2.229471,0.8048,0.7699,-2.935519,-0.026867,4.9388
-2.545403,2.209164,0.8283,0.7558,-2.938029,-0.022631,4.8299
-2.643262,2.189069,0.8461,0.7418,-2.940000,-0.016830,4.7158
-2.741105,2.169148,0.8696,0.7413,-2.941387,-0.010860,4.5957
-2.839038,2.149321,0.8734,0.7401,-2.942168,-0.004791,4.4692
-2.936890,2.129557,0.8750,0.7217,-2.942329,0.001848,4.3361
-3.034850,2.109754,0.8879,0.7086,-2.941793,0.008822,4.2004
-3.132661,2.089890,0.9020,0.7094,-2.940543,0.016646,4.0631
-3.230582,2.069834,0.9144,0.7020,-2.938463,0.024915,3.9240
-3.328301,2.049566,0.9376,0.6998,-2.935533,0.034450,3.7827
-3.426089,2.028932,0.9456,0.6871,-2.931574,0.044674,3.6388
-3.523673,2.007886,0.9451,0.6884,-2.926589,0.055852,3.4916
-3.621202,1.986282,0.9557,0.6884,-2.920412,0.067672,3.3403
-3.718595,1.964013,0.9739,0.6802,-2.912840,0.089930,3.1869
-3.815658,1.940896,0.9774,0.6655,-2.902158,0.123746,3.0332
-3.912710,1.916506,0.9662,0.6374,-2.887712,0.183988,2.8851
-4.008809,1.890432,0.9500,0.6181,-2.863722,0.296330,2.7553
-4.104949,1.861267,0.9258,0.6031,-2.828650,0.401520,2.6399
-4.199059,1.828527,0.9090,0.5762,-2.783084,0.514101,2.5398
-4.291918,1.790761,0.8993,0.5607,-2.725519,0.635875,2.4570
-4.382302,1.747177,0.8830,0.5279,-2.657807,0.713086,2.3798
-4.468807,1.697546,0.8826,0.5017,-2.581980,0.812029,2.3133
-4.551950,1.640430,0.8678,0.4651,-2.496806,0.856021,2.2451
-4.628974,1.577105,0.8637,0.4293,-2.409357,0.905779,2.1735
-4.700840,1.506128,0.8487,0.4042,-2.314967,0.939421,2.0990
-4.764864,1.429650,0.8287,0.3652,-2.220013,0.976607,2.0152
-4.821548,1.346560,0.8104,0.3413,-2.118131,1.022533,1.9193
-4.868350,1.260484,0.8082,0.3196,-2.020730,0.945454,1.8141
-4.907136,1.168162,0.7850,0.3091,-1.908049,1.377451,1.7072
-4.932842,1.072516,0.7877,0.2980,-1.753659,1.692693,1.6199
-4.941941,0.973237,0.7967,0.2860,-1.561603,2.244841,1.6193
-4.930150,0.874741,0.8118,0.2757,-1.353976,1.630472,1.6186
-4.903212,0.781032,0.8522,0.2824,-1.234700,1.256192,1.7148
-4.863208,0.687835,0.8812,0.3009,-1.093677,1.400792,1.8375
-4.813160,0.604734,0.9173,0.3301,-0.965716,1.283544,1.8986
-4.748672,0.523814,0.9763,0.3520,-0.827993,1.389789,1.9630
-4.676844,0.455148,1.0253,0.3826,-0.701026,1.193536,1.9891
-4.596459,0.395004,1.0757,0.3992,-0.584313,1.154979,2.0460
