x_m,y_m,w_tr_right_m,w_tr_left_m
-5.164000,8.810780,0.8064,0.6736
-5.214000,8.823688,0.8180,0.6865
-5.264000,8.835277,0.8294,0.6981
-5.314000,8.847326,0.8411,0.7059
-5.364000,8.858404,0.8538,0.7004
-5.414000,8.868697,0.8664,0.6978
-5.464000,8.877943,0.8817,0.6979
-5.514000,8.887943,0.8938,0.7025
-5.564000,8.898906,0.9077,0.7117
-5.614000,8.908995,0.9250,0.7218
-5.664000,8.920058,0.9351,0.7346
-5.714000,8.930728,0.9453,0.7502
-5.764000,8.941257,0.9582,0.7688
-5.814000,8.951447,0.9719,0.7900
-5.864000,8.961103,0.9849,0.8133
-5.914000,8.972092,0.9992,0.8364
-5.964000,8.982622,1.0163,0.8513
-6.014000,8.992520,1.0361,0.8684
-6.064000,9.003675,1.0570,0.8892
-6.114000,9.012700,1.0734,0.9105
-6.164000,9.023102,1.0861,0.9353
-6.214000,9.032664,1.1017,0.9573
-6.264000,9.043297,1.1185,0.9768
-6.314000,9.051637,1.1392,0.9963
-6.364000,9.059595,1.1495,1.0176
-6.414000,9.067019,1.1610,1.0310
-6.464000,9.075820,1.1733,1.0434
-6.514000,9.082633,1.1894,1.0561
-6.564000,9.089370,1.2075,1.0710
-6.614000,9.095877,1.2268,1.0878
-6.664000,9.102003,1.2404,1.1062
-6.714000,9.109659,1.2545,1.1269
-6.764000,9.117096,1.2707,1.1398
-6.814000,9.124184,1.2889,1.1544
-6.864000,9.129175,1.3106,1.1690
-6.914000,9.135598,1.3327,1.1869
-6.964000,9.143321,1.3552,1.2079
-7.014000,9.149002,1.3791,1.2282
-7.064000,9.154573,1.4004,1.2428
-7.114000,9.159905,1.4234,1.2590
-7.164000,9.164866,1.4481,1.2766
-7.214000,9.171389,1.4676,1.2929
-7.264000,9.177748,1.4848,1.3059
-7.314000,9.183835,1.5014,1.3205
-7.364000,9.191157,1.5172,1.3380
-7.414000,9.201242,1.5308,1.3598
-7.464000,9.210368,1.5446,1.3768
-7.514000,9.220106,1.5591,1.3910
-7.564000,9.229989,1.5717,1.4071
-7.614000,9.239568,1.5862,1.4245
-7.664000,9.246802,1.6015,1.4412
-7.714000,9.253330,1.6182,1.4587
-7.764000,9.259194,1.6354,1.4772
-7.814000,9.264460,1.6503,1.4965
-7.864000,9.268769,1.6621,1.5116
-7.914000,9.270165,1.6780,1.5237
-7.964000,9.270375,1.6924,1.5340
-8.014000,9.269081,1.7090,1.5351
-8.064000,9.264373,1.7302,1.5345
-8.114000,9.258020,1.7520,1.5339
-8.164000,9.251814,1.7729,1.5351
-8.214000,9.240227,1.7999,1.5327
-8.264000,9.226690,1.8299,1.5300
-8.314000,9.210974,1.8058,1.5271
-8.364000,9.194935,1.7757,1.5256
-8.414000,9.176793,1.7480,1.5239
-8.464000,9.156406,1.7230,1.5220
-8.514000,9.133654,1.7009,1.5148
-8.564000,9.110503,1.6691,1.5086
-8.614000,9.085281,1.6388,1.5024
-8.664000,9.057957,1.6111,1.4963
-8.714000,9.026902,1.5870,1.4891
-8.764000,8.994169,1.5658,1.4772
-8.814000,8.959770,1.5477,1.4608
-8.864000,8.923736,1.5285,1.4453
-8.914000,8.888187,1.4979,1.4327
-8.964000,8.847924,1.4714,1.4050
-9.014000,8.806703,1.4478,1.3788
-9.064000,8.766686,1.4261,1.3563
-9.114000,8.724781,1.4080,1.3343
-9.164000,8.683196,1.3770,1.3086
-9.214000,8.642092,1.3445,1.2795
-9.265617,8.601657,1.3126,1.2513
-9.316808,8.562095,1.2833,1.2267
-9.367595,8.523638,1.2564,1.2060
-9.418001,8.484472,1.2330,1.1869
-9.469663,8.444401,1.2099,1.1629
-9.520562,8.405291,1.1757,1.1370
-9.570741,8.365353,1.1450,1.1083
-9.621860,8.324411,1.1168,1.0819
-9.673538,8.282291,1.0920,1.0572
-9.723798,8.240882,1.0715,1.0254
-9.774343,8.198415,1.0460,0.9958
-9.824836,8.156801,1.0133,0.9707
-9.874960,8.114292,0.9845,0.9485
-9.922805,8.070759,0.9619,0.9284
-9.970139,8.028132,0.9431,0.9130
-10.016690,7.984688,0.9177,0.9008
-10.062207,7.940317,0.8946,0.8916
-10.106460,7.896973,0.8762,0.8867
-10.147627,7.852952,0.8644,0.8835
-10.187563,7.808169,0.8433,0.8800
-10.226084,7.764598,0.8267,0.8765
-10.263025,7.720558,0.8150,0.8718
-10.296628,7.675984,0.8032,0.8642
-10.328815,7.630809,0.7965,0.8546
-10.359467,7.584970,0.7877,0.8437
-10.388484,7.538399,0.7845,0.8315
-10.415791,7.491032,0.7793,0.8178
-10.439717,7.442804,0.7812,0.8001
-10.462270,7.393648,0.7813,0.7838
-10.485035,7.343500,0.7849,0.7706
-10.505959,7.294357,0.7867,0.7602
-10.526690,7.244560,0.7916,0.7529
-10.545243,7.194065,0.7965,0.7472
-10.563330,7.142828,0.8040,0.7446
-10.579031,7.090805,0.8176,0.7435
-10.594126,7.040018,0.8342,0.7445
-10.606757,6.988827,0.8556,0.7370
-10.618771,6.937210,0.8686,0.7326
-10.629993,6.887210,0.8707,0.7315
-10.640293,6.837210,0.8766,0.7331
-10.649582,6.787210,0.8864,0.7373
-10.655754,6.737210,0.9018,0.7418
-10.660403,6.687210,0.9210,0.7464
-10.663551,6.635593,0.9446,0.7496
-10.665263,6.584402,0.9655,0.7513
-10.663585,6.533615,0.9867,0.7515
-10.660265,6.481592,1.0121,0.7537
-10.655477,6.430355,1.0403,0.7579
-10.647374,6.378244,1.0735,0.7626
-10.635751,6.327255,1.0350,0.7671
-10.622484,6.275709,0.9982,0.7739
-10.605817,6.223963,0.9564,0.7719
-10.585628,6.173974,0.9183,0.7681
-10.561821,6.125632,0.8851,0.7642
-10.536381,6.077212,0.8547,0.7627
-10.507660,6.029029,0.8230,0.7590
-10.475648,5.982995,0.7968,0.7505
-10.440354,5.938957,0.7773,0.7422
-10.401811,5.895147,0.7637,0.7355
-10.362139,5.853452,0.7566,0.7311
-10.319818,5.813699,0.7572,0.7280
-10.274969,5.774096,0.7463,0.7241
-10.227733,5.736512,0.7381,0.7174
-10.180338,5.700749,0.7216,0.7094
-10.131374,5.664995,0.7105,0.7008
-10.081071,5.631095,0.7066,0.6951
