x_m,y_m,w_tr_right_m,w_tr_left_m
-1.974493,1.374079,0.6938,0.6662
-1.926967,1.344946,0.6949,0.6699
-1.879540,1.317680,0.6917,0.6740
-1.832188,1.292315,0.6901,0.6808
-1.784891,1.265224,0.6872,0.6934
-1.737627,1.238504,0.6842,0.6896
-1.690373,1.212187,0.6857,0.6727
-1.643109,1.184243,0.6902,0.6593
-1.595812,1.154682,0.6978,0.6475
-1.548460,1.125558,0.6980,0.6400
-1.501033,1.098923,0.6815,0.6351
-1.453507,1.071108,0.6679,0.6358
-1.405860,1.043718,0.6592,0.6409
-1.358073,1.016742,0.6553,0.6501
-1.310121,0.990618,0.6569,0.6629
-1.261984,0.965333,0.6637,0.6563
-1.213640,0.938813,0.6687,0.6504
-1.165067,0.914707,0.6583,0.6468
-1.116243,0.889322,0.6511,0.6489
-1.067146,0.864689,0.6493,0.6478
-1.017755,0.841224,0.6523,0.6478
-0.968047,0.818893,0.6526,0.6511
-0.918001,0.797664,0.6582,0.6578
-0.867595,0.775888,0.6591,0.6618
-0.816808,0.755125,0.6655,0.6561
-0.765617,0.735323,0.6684,0.6428
-0.714000,0.716426,0.6768,0.6275
-0.664000,0.696316,0.6760,0.6185
-0.614000,0.674917,0.6683,0.6154
-0.564000,0.654194,0.6657,0.6164
-0.514000,0.634496,0.6684,0.6211
-0.464000,0.616173,0.6765,0.6234
-0.414000,0.599126,0.6694,0.6212
-0.364000,0.581193,0.6612,0.6243
-0.314000,0.562255,0.6563,0.6329
-0.264000,0.544233,0.6565,0.6449
-0.214000,0.525368,0.6556,0.6609
-0.164000,0.509179,0.6533,0.6591
-0.114000,0.493905,0.6562,0.6463
-0.064000,0.477790,0.6624,0.6348
-0.014000,0.462732,0.6736,0.6265
0.036000,0.446953,0.6880,0.6180
0.086000,0.432330,0.6919,0.6086
0.136000,0.418677,0.6888,0.6027
0.186000,0.405363,0.6848,0.6009
0.236000,0.392201,0.6848,0.6034
0.286000,0.379454,0.6892,0.6098
0.336000,0.365320,0.6854,0.6059
0.386000,0.351654,0.6812,0.6045
0.436000,0.338698,0.6815,0.6068
0.486000,0.326690,0.6866,0.6126
0.536000,0.313808,0.6766,0.6234
0.586000,0.301886,0.6666,0.6353
0.636000,0.289077,0.6595,0.6307
0.686000,0.278813,0.6589,0.6266
0.736000,0.269247,0.6629,0.6260
0.786000,0.258533,0.6697,0.6307
0.836000,0.248484,0.6632,0.6387
0.886000,0.237234,0.6577,0.6500
0.936000,0.226573,0.6567,0.6426
0.986000,0.216675,0.6605,0.6384
1.036000,0.209331,0.6705,0.6358
1.086000,0.200612,0.6634,0.6386
1.136000,0.192306,0.6570,0.6449
1.186000,0.184590,0.6551,0.6526
1.236000,0.175573,0.6557,0.6608
1.286000,0.167026,0.6608,0.6516
1.336000,0.157036,0.6683,0.6478
1.386000,0.147352,0.6601,0.6434
1.436000,0.138104,0.6509,0.6257
1.486000,0.129424,0.6442,0.6112
1.536000,0.123058,0.6437,0.5986
1.586000,0.117096,0.6475,0.5895
1.636000,0.109626,0.6538,0.5862
1.686000,0.102396,0.6640,0.5869
1.736000,0.097154,0.6599,0.5901
1.786000,0.091988,0.6548,0.5952
1.836000,0.087051,0.6498,0.6002
1.886000,0.080432,0.6432,0.6068
1.936000,0.075495,0.6383,0.6117
1.986000,0.070329,0.6351,0.6169
2.036000,0.065086,0.6358,0.6221
2.086000,0.059920,0.6405,0.6273
2.136000,0.054983,0.6493,0.6322
2.186000,0.048365,0.6603,0.6388
2.236000,0.039747,0.6731,0.6475
2.286000,0.030857,0.6891,0.6385
2.336000,0.023420,0.7024,0.6319
2.386000,0.015503,0.7072,0.6297
2.436000,0.007237,0.7151,0.6320
2.536000,-0.009819,0.7030,0.6470
2.586000,-0.018347,0.6962,0.6377
2.636000,-0.026700,0.6933,0.6320
2.686000,-0.034748,0.6944,0.6299
2.736000,-0.044423,0.6976,0.6336
2.786000,-0.054000,0.7046,0.6412
2.836000,-0.063370,0.7153,0.6506
2.886000,-0.072424,0.7188,0.6596
2.936000,-0.079436,0.7276,0.6666
2.986000,-0.086338,0.7265,0.6735
3.036000,-0.093001,0.7215,0.6802
3.086000,-0.101356,0.7184,0.6858
3.136000,-0.109679,0.7189,0.6771
3.186000,-0.117860,0.7231,0.6720
3.236000,-0.125790,0.7311,0.6705
3.286000,-0.133360,0.7311,0.6690
3.336000,-0.140461,0.7292,0.6588
3.386000,-0.146984,0.7314,0.6517
3.436000,-0.152820,0.7376,0.6478
3.486000,-0.156243,0.7495,0.6454
3.536000,-0.159186,0.7553,0.6464
3.586000,-0.163582,0.7559,0.6508
3.636000,-0.167705,0.7600,0.6549
3.686000,-0.171447,0.7678,0.6587
3.736000,-0.174697,0.7793,0.6619
3.786000,-0.179412,0.7850,0.6666
3.836000,-0.183886,0.7853,0.6711
3.886000,-0.188033,0.7891,0.6752
3.936000,-0.191766,0.7965,0.6790
3.986000,-0.197061,0.8055,0.6843
4.036000,-0.202235,0.8167,0.6894
4.086000,-0.207225,0.8194,0.6962
4.136000,-0.213580,0.8239,0.7079
4.186000,-0.219193,0.8320,0.7222
4.236000,-0.224021,0.8403,0.7388
4.286000,-0.229636,0.8391,0.7592
4.336000,-0.233954,0.8423,0.7811
4.386000,-0.240632,0.8461,0.8031
4.436000,-0.247628,0.8526,0.8237
4.486000,-0.254539,0.8583,0.8467
4.537617,-0.260984,0.8518,0.8722
