x_m,y_m
1.236000,0.837210
1.286000,0.837210
1.336000,0.837210
1.386000,0.837210
1.436000,0.837210
1.486000,0.787210
1.536000,0.787210
1.586000,0.787210
1.636000,0.787210
1.686000,0.737210
1.736000,0.687210
1.786000,0.687210
1.836000,0.687210
1.886000,0.687210
1.936000,0.687210
1.986000,0.687210
2.036000,0.687210
2.086000,0.687210
2.136000,0.687210
2.186000,0.687210
2.236000,0.687210
2.286000,0.687210
2.336000,0.687210
2.386000,0.687210
2.436000,0.687210
2.486000,0.637210
2.536000,0.637210
2.586000,0.637210
2.636000,0.637210
2.686000,0.637210
2.736000,0.637210
2.786000,0.587210
2.836000,0.587210
2.886000,0.587210
2.936000,0.587210
2.986000,0.587210
3.036000,0.587210
3.086000,0.587210
3.136000,0.587210
3.186000,0.587210
3.236000,0.587210
3.286000,0.587210
3.336000,0.537210
3.386000,0.537210
3.436000,0.537210
