1.000000,0.000547
1.000000,-0.000530
0.999999,-0.001447
0.999998,-0.002204
0.999996,-0.002801
0.999995,-0.003236
0.999994,-0.003512
0.999993,-0.003669
0.999993,-0.003775
0.999993,-0.003867
0.999992,-0.003944
0.999992,-0.004006
0.999992,-0.004053
0.999992,-0.004086
0.999992,-0.004104
0.999992,-0.004107
0.999992,-0.004095
0.999992,-0.004069
0.999992,-0.004028
0.999992,-0.003972
0.999992,-0.003902
0.999993,-0.003816
0.999993,-0.003716
0.999994,-0.003601
0.999994,-0.003471
0.999994,-0.003327
0.999995,-0.003167
0.999996,-0.002993
0.999996,-0.002804
0.999997,-0.002601
0.999997,-0.002383
0.999998,-0.002150
0.999998,-0.001902
0.999999,-0.001639
0.999999,-0.001363
0.999999,-0.001071
1.000000,-0.000765
1.000000,-0.000444
1.000000,-0.000109
1.000000,0.000240
1.000000,0.000604
1.000000,0.000983
0.999999,0.001375
0.999998,0.001782
0.999998,0.002203
0.999997,0.002638
0.999995,0.003087
0.999994,0.003551
0.999992,0.004028
0.999990,0.004519
0.999987,0.005024
0.999985,0.005542
0.999982,0.006075
0.999978,0.006621
0.999974,0.007180
0.999970,0.007753
0.999965,0.008340
0.999960,0.008939
0.999954,0.009552
0.999948,0.010178
0.999941,0.010817
0.999934,0.011469
0.999926,0.012134
0.999918,0.012811
0.999909,0.013502
0.999899,0.014204
0.999889,0.014920
0.999878,0.015647
0.999866,0.016387
0.999853,0.017139
0.999840,0.017903
0.999826,0.018680
0.999810,0.019467
0.999795,0.020267
0.999778,0.021078
0.999760,0.021901
0.999742,0.022735
0.999722,0.023581
0.999701,0.024437
0.999680,0.025305
0.999657,0.026183
0.999633,0.027073
0.999609,0.027972
0.999583,0.028883
0.999556,0.029804
0.999528,0.030735
0.999498,0.031676
0.999468,0.032628
0.999436,0.033589
0.999403,0.034560
0.999368,0.035541
0.999333,0.036531
0.999295,0.037531
0.999257,0.038540
0.999217,0.039558
0.999176,0.040585
0.999133,0.041621
0.999089,0.042665
0.999044,0.043719
0.998997,0.044780
0.998948,0.045850
0.998898,0.046928
0.998847,0.048015
0.998793,0.049109
0.998739,0.050210
0.998682,0.051320
0.998624,0.052437
0.998565,0.053561
0.998503,0.054693
0.998440,0.055831
0.998376,0.056977
0.998309,0.058129
0.998241,0.059288
0.998171,0.060453
0.998099,0.061625
0.998026,0.062803
0.997951,0.063988
0.997874,0.065178
0.997795,0.066374
0.997714,0.067576
0.997632,0.068783
0.997547,0.069996
0.997461,0.071214
0.997373,0.072437
0.997283,0.073665
0.997191,0.074899
0.997097,0.076136
0.997002,0.077379
0.996904,0.078626
0.996805,0.079877
0.996703,0.081133
0.996600,0.082393
0.996495,0.083657
0.996387,0.084924
0.996278,0.086196
0.996167,0.087471
0.996054,0.088749
0.995939,0.090031
0.995822,0.091316
0.995703,0.092604
0.995582,0.093895
0.995459,0.095189
0.995334,0.096485
0.995208,0.097785
0.995079,0.099086
0.994948,0.100391
0.994815,0.101697
0.994681,0.103006
0.994544,0.104316
0.994406,0.105621
0.994279,0.106814
0.994180,0.107728
0.994119,0.108295
0.994095,0.108516
0.994108,0.108394
0.994159,0.107930
0.994246,0.107124
0.994369,0.105975
0.994527,0.104481
0.994719,0.102641
0.994942,0.100449
0.995196,0.097903
0.995478,0.094995
0.995785,0.091721
0.996114,0.088071
0.996463,0.084038
0.996826,0.079611
0.997200,0.074781
0.997580,0.069534
0.997959,0.063858
0.998332,0.057739
0.998690,0.051160
0.999027,0.044106
0.999332,0.036557
0.999594,0.028494
0.999802,0.019896
0.999942,0.010741
0.999999,0.001005
0.999956,-0.009337
0.999794,-0.020312
0.999490,-0.031948
0.999019,-0.044273
0.998356,-0.057317
0.997468,-0.071111
0.996322,-0.085687
0.994879,-0.101074
0.993096,-0.117304
0.990926,-0.134406
0.988318,-0.152407
0.985213,-0.171333
0.981550,-0.191204
0.977262,-0.212035
0.972276,-0.233835
0.966517,-0.256603
0.959904,-0.280330
0.952355,-0.304992
0.943788,-0.330552
0.934121,-0.356958
0.923276,-0.384136
0.911185,-0.411998
0.897785,-0.440434
0.883032,-0.469312
0.866982,-0.498339
0.849938,-0.526883
0.832210,-0.554460
0.813931,-0.580962
0.795202,-0.606345
0.776123,-0.630582
0.756790,-0.653658
0.737293,-0.675573
0.717714,-0.696338
0.698129,-0.715972
0.678603,-0.734505
0.659197,-0.751970
0.639961,-0.768407
0.620939,-0.783859
