x_m,y_m,w_tr_right_m,w_tr_left_m,psi_rad,kappa_radpm,vx_mps
-4.857255,8.147545,0.5707,1.2702,-2.160198,0.260891,5.8109
-4.911697,8.063770,0.5790,1.2826,-2.133859,0.266383,5.7537
-4.963889,7.978578,0.5984,1.3000,-2.106962,0.272065,5.6962
-5.013748,7.891996,0.5773,1.3093,-2.079487,0.277947,5.6382
-5.061182,7.804066,0.5486,1.3222,-2.051414,0.284044,5.5799
-5.106102,7.714823,0.5333,1.3267,-2.022720,0.290369,5.5211
-5.148413,7.624317,0.5290,1.3312,-1.993382,0.296939,5.4618
-5.188022,7.532593,0.5462,1.3349,-1.963375,0.303771,5.4021
-5.224828,7.439712,0.5399,1.3313,-1.932672,0.310883,5.3418
-5.258732,7.345730,0.5283,1.3322,-1.901243,0.318295,5.2810
-5.289630,7.250721,0.5060,1.3374,-1.869057,0.326029,5.2197
-5.317417,7.154753,0.5061,1.3361,-1.836082,0.334111,5.1578
-5.341985,7.057914,0.5063,1.3322,-1.802281,0.342564,5.0953
-5.363225,6.960288,0.5159,1.3151,-1.767615,0.351421,5.0322
-5.381024,6.861980,0.5208,1.3019,-1.732043,0.360710,4.9684
-5.395269,6.763092,0.5396,1.2818,-1.695520,0.370471,4.9040
-5.405844,6.663748,0.5328,1.2623,-1.657997,0.380736,4.8389
-5.412632,6.564071,0.5433,1.2468,-1.619421,0.391558,4.7730
-5.415517,6.464207,0.5748,1.2219,-1.579734,0.402974,4.7064
-5.414379,6.364306,0.5937,1.1994,-1.538874,0.415051,4.6390
-5.409100,6.264542,0.6186,1.1807,-1.496772,0.427834,4.5709
-5.399561,6.165092,0.6377,1.1661,-1.453355,0.441408,4.5019
-5.385647,6.066162,0.6516,1.1341,-1.408539,0.455830,4.4320
-5.367242,5.967966,0.6701,1.0970,-1.362237,0.471209,4.3614
-5.344237,5.870749,0.6931,1.0614,-1.314345,0.487616,4.2898
-5.316522,5.774766,0.7210,1.0295,-1.264759,0.505195,4.2174
-5.284000,5.680307,0.7537,0.9970,-1.213352,0.524037,4.1441
-5.246578,5.587679,0.7914,0.9548,-1.159994,0.544333,4.0699
-5.204176,5.497225,0.8343,0.8899,-1.104527,0.566204,3.9950
-5.156725,5.409313,0.8811,0.8273,-1.046791,0.589907,3.9193
-5.104179,5.324352,0.9327,0.7677,-0.986581,0.615607,3.8430
-5.046508,5.242783,0.9699,0.7116,-0.923698,0.643657,3.7661
-4.983714,5.165092,1.0210,0.6501,-0.857875,0.674291,3.6890
-4.915830,5.091807,1.0649,0.5910,-0.788855,0.708005,3.6121
-4.842938,5.023508,1.1187,0.5377,-0.716282,0.745146,3.5356
-4.765165,4.960822,1.1842,0.4919,-0.639818,0.786414,3.4606
-4.682714,4.904441,1.1671,0.4558,-0.558979,0.832344,3.3879
-4.595862,4.855107,1.1367,0.4315,-0.473299,0.884094,3.3193
-4.505002,4.813637,1.0777,0.4204,-0.382092,0.942444,3.2572
-4.410642,4.780898,1.0220,0.4018,-0.284718,1.008746,3.2054
-4.313478,4.757831,0.9782,0.3976,-0.180193,1.084348,3.1695
-4.214380,4.745364,0.9535,0.4076,-0.069166,1.141105,3.1460
-4.114547,4.744265,0.9457,0.4087,0.048396,1.213394,3.1448
-4.015286,4.755036,0.9545,0.3979,0.166911,1.161904,3.1436
-3.917916,4.777253,0.9767,0.3978,0.281201,1.128390,3.1588
-3.823648,4.810183,1.0094,0.3901,0.389479,1.040451,3.1809
-3.733284,4.852738,0.9973,0.3956,0.489493,0.963761,3.2256
-3.647436,4.903771,0.9104,0.4162,0.581886,0.886450,3.2849
-3.566427,4.962213,0.8307,0.4504,0.666855,0.815810,3.3569
-3.490453,5.027056,0.7537,0.4957,0.745076,0.750457,3.4382
-3.419542,5.097419,0.6826,0.5433,0.816953,0.689181,3.5266
-3.353646,5.172492,0.6200,0.5903,0.882896,0.631095,3.6211
-3.292607,5.251579,0.5621,0.6243,0.943144,0.575438,3.7211
-3.236217,5.334038,0.5200,0.6597,0.997943,0.521647,3.8265
-3.184195,5.419332,0.4983,0.7032,1.047429,0.469228,3.9373
-3.136231,5.506966,0.4650,0.7516,1.091740,0.417826,4.0540
-3.091963,5.596534,0.4561,0.7964,1.130946,0.367125,4.1770
-3.051012,5.687660,0.4429,0.8201,1.165117,0.316920,4.3072
-3.012963,5.780044,0.4440,0.8361,1.194285,0.267017,4.4453
-2.977395,5.873407,0.4431,0.8410,1.218480,0.217315,4.5923
-2.943859,5.967524,0.4263,0.8537,1.237713,0.167707,4.7348
-2.911907,6.062188,0.4173,0.8692,1.251994,0.118161,4.8715
-2.881073,6.157225,0.4250,0.8802,1.261325,0.068628,5.0029
-2.850892,6.252470,0.4428,0.8907,1.265709,0.019112,5.1296
-2.820893,6.347773,0.4341,0.8916,1.265144,-0.030403,5.2519
-2.790604,6.442985,0.4116,0.8966,1.259634,-0.079909,5.2862
-2.759557,6.537950,0.4120,0.8988,1.249176,-0.129414,5.1623
-2.727284,6.632508,0.4008,0.8909,1.233773,-0.178939,5.0341
-2.693327,6.726470,0.4016,0.8889,1.213418,-0.228487,4.9013
-2.657235,6.819636,0.3980,0.8935,1.188191,-0.276541,4.7824
-2.618585,6.911764,0.3976,0.8878,1.158152,-0.324715,4.6772
-2.576975,7.002597,0.3959,0.8878,1.123623,-0.366568,4.5826
-2.532070,7.091840,0.4055,0.8952,1.084886,-0.408872,4.4989
-2.483557,7.179179,0.4107,0.8843,1.041982,-0.450148,4.4260
-2.431170,7.264243,0.4020,0.8831,0.994905,-0.492291,4.3647
-2.374660,7.346631,0.4086,0.8805,0.943571,-0.535596,4.3165
-2.313829,7.425871,0.3958,0.8944,0.887830,-0.580265,4.2834
-2.248514,7.501465,0.3987,0.9180,0.827981,-0.618222,4.2640
-2.178664,7.572875,0.3998,0.9348,0.764210,-0.658217,4.2613
-2.104313,7.639591,0.3944,0.9509,0.698443,-0.658805,4.2585
-2.025733,7.701270,0.3911,0.9709,0.632456,-0.662221,4.2569
-1.943282,7.757663,0.3943,0.9913,0.567791,-0.632586,4.2552
-1.857425,7.808738,0.3993,0.9924,0.505959,-0.605543,4.2664
-1.768644,7.854535,0.4075,0.9770,0.447057,-0.573777,4.2876
-1.677380,7.895171,0.4199,0.9773,0.391241,-0.543873,4.3196
-1.584045,7.930788,0.4074,0.9932,0.338326,-0.515534,4.3606
-1.488995,7.961553,0.4141,1.0058,0.288179,-0.488550,4.4090
-1.392560,7.987641,0.4392,1.0324,0.240663,-0.462715,4.4637
-1.295017,8.009245,0.4602,1.0439,0.195683,-0.437861,4.5238
-1.196625,8.026562,0.4773,1.0628,0.153140,-0.413829,4.5887
-1.097598,8.039797,0.4904,1.0618,0.112966,-0.390500,4.6580
-0.998132,8.049158,0.4997,1.0538,0.075089,-0.367754,4.7312
-0.898386,8.054859,0.5227,1.0589,0.039463,-0.345501,4.8084
-0.798504,8.057113,0.5593,1.0767,0.006036,-0.323653,4.8892
-0.698599,8.056137,0.5777,1.0950,-0.025223,-0.302139,4.9737
-0.598770,8.052145,0.5955,1.1021,-0.054348,-0.280896,5.0619
-0.499091,8.045354,0.6210,1.1208,-0.081361,-0.259871,5.1539
-0.399622,8.035976,0.6484,1.1026,-0.106282,-0.239018,5.2498
-0.300404,8.024226,0.6816,1.0537,-0.129127,-0.218300,5.3499
-0.201467,8.010315,0.7068,1.0125,-0.149908,-0.197683,5.4542
-0.102822,7.994453,0.7301,0.9705,-0.168632,-0.177141,5.5631
-0.004474,7.976847,0.7428,0.9162,-0.185307,-0.156654,5.6718
0.093587,7.957704,0.7423,0.8715,-0.199936,-0.136203,5.7774
0.191379,7.937228,0.7505,0.8377,-0.212524,-0.115778,5.8800
0.288927,7.915622,0.7647,0.7966,-0.223072,-0.095367,5.9800
0.386265,7.893088,0.7661,0.7648,-0.231582,-0.074966,6.0774
0.483432,7.869825,0.7741,0.7459,-0.238053,-0.054567,6.1723
0.580471,7.846033,0.7821,0.7310,-0.242486,-0.034172,6.2650
0.677428,7.821910,0.7911,0.6825,-0.244881,-0.013776,6.3555
0.774351,7.797653,0.8122,0.6400,-0.245239,0.006618,6.4439
0.871291,7.773460,0.8340,0.6110,-0.243558,0.027013,6.5304
0.968296,7.749529,0.8671,0.5709,-0.239841,0.047406,6.6149
1.065412,7.726058,0.8974,0.5416,-0.234085,0.067800,6.6977
1.162686,7.703246,0.9317,0.5252,-0.226293,0.088196,6.7788
1.260156,7.681291,0.9758,0.5079,-0.216461,0.108597,6.8583
1.357859,7.660395,1.0180,0.4771,-0.204592,0.129011,6.9362
1.455823,7.640761,1.0370,0.4464,-0.190681,0.149443,6.9410
1.554069,7.622591,1.0576,0.4354,-0.174728,0.169910,6.8812
1.652608,7.606092,1.0799,0.4255,-0.156727,0.190422,6.8333
1.751444,7.591470,1.1059,0.4139,-0.136675,0.211001,6.7977
1.850565,7.578935,1.1420,0.3975,-0.114561,0.231617,6.7749
1.949950,7.568689,1.1875,0.3844,-0.090645,0.247154,6.7620
2.049555,7.560901,1.2324,0.3922,-0.065168,0.262642,6.7594
2.149329,7.555692,1.2547,0.3974,-0.039252,0.256155,6.7568
2.249204,7.553039,1.2565,0.4001,-0.013975,0.249775,6.7587
2.349114,7.552864,1.2687,0.4003,0.010228,0.234727,6.7648
2.449002,7.555033,1.2908,0.4003,0.032934,0.219802,6.7808
2.548817,7.559393,1.3177,0.4225,0.054111,0.204120,6.8060
2.648524,7.565787,1.3511,0.4357,0.073725,0.188521,6.8406
2.748092,7.574059,1.3515,0.4321,0.091785,0.172988,6.8843
2.847504,7.584050,1.3039,0.4291,0.108295,0.157505,6.9366
2.946745,7.595605,1.2582,0.4475,0.123260,0.142061,6.9973
3.045813,7.608567,1.2124,0.4424,0.136683,0.126644,7.0663
3.144709,7.622781,1.1700,0.4282,0.148567,0.111247,7.1403
3.243441,7.638094,1.1256,0.4129,0.158913,0.095863,7.2129
3.342022,7.654352,1.0858,0.4074,0.167723,0.080488,7.2842
3.440469,7.671402,1.0423,0.4252,0.174997,0.065118,7.3543
3.538803,7.689092,1.0075,0.4637,0.180735,0.049750,7.4232
3.637048,7.707270,0.9660,0.4996,0.184938,0.034383,7.4909
3.735230,7.725787,0.9319,0.5363,0.187606,0.019017,7.4677
3.833377,7.744489,0.9066,0.5728,0.188739,0.003651,7.3943
3.931517,7.763228,0.8830,0.5938,0.188336,-0.011715,7.3197
4.029679,7.781851,0.8628,0.6165,0.186398,-0.027081,7.2438
4.127891,7.800209,0.8359,0.5722,0.182924,-0.042447,7.1667
4.226180,7.818150,0.7970,0.5359,0.177915,-0.057814,7.0882
4.324570,7.835523,0.7609,0.5171,0.171371,-0.073182,7.0083
4.423085,7.852177,0.7225,0.5151,0.163292,-0.088554,6.9270
4.521744,7.867957,0.6869,0.5178,0.153676,-0.103933,6.8442
4.620560,7.882713,0.6543,0.5404,0.142523,-0.119322,6.7597
4.719546,7.896289,0.6288,0.5806,0.129832,-0.134728,6.6737
4.818705,7.908532,0.6044,0.6352,0.115600,-0.150158,6.5885
4.918037,7.919286,0.5738,0.6985,0.099825,-0.165621,6.5101
5.017532,7.928395,0.5440,0.7629,0.082503,-0.181128,6.4383
5.117176,7.935701,0.5171,0.8355,0.063629,-0.196694,6.3733
5.216944,7.941048,0.4846,0.9145,0.043196,-0.212334,6.3152
5.316803,7.944277,0.4551,0.9819,0.021196,-0.228070,6.2644
5.416708,7.945230,0.4442,0.9363,-0.002382,-0.243921,6.2210
5.516608,7.943748,0.4118,0.9018,-0.027550,-0.259915,6.1855
5.616434,7.939673,0.3974,0.8776,-0.054326,-0.276051,6.1583
5.716111,7.932851,0.3822,0.8311,-0.082565,-0.289264,6.1381
5.815548,7.923151,0.3725,0.7861,-0.112137,-0.302617,6.1252
5.914649,7.910470,0.3776,0.7525,-0.142412,-0.303473,6.1123
6.013320,7.894791,0.4051,0.7287,-0.172788,-0.304597,6.0991
6.111469,7.876121,0.4097,0.7083,-0.203127,-0.302750,6.0859
6.209009,7.854491,0.4310,0.6878,-0.233295,-0.301180,6.0707
6.305853,7.829936,0.4410,0.6570,-0.263319,-0.299880,6.0536
6.401919,7.802490,0.4523,0.6314,-0.293228,-0.298848,6.0347
6.497122,7.772189,0.4607,0.6042,-0.323046,-0.298084,6.0139
6.591382,7.739066,0.4781,0.5822,-0.352801,-0.297583,5.9914
6.684614,7.703155,0.4955,0.5747,-0.382519,-0.297345,5.9672
6.776738,7.664490,0.5207,0.5747,-0.412227,-0.297368,5.9412
6.867673,7.623106,0.5424,0.5774,-0.441950,-0.297654,5.9137
6.957337,7.579035,0.5518,0.5580,-0.471715,-0.298203,5.8845
7.045649,7.532313,0.5758,0.5542,-0.501547,-0.299015,5.8539
7.132525,7.482974,0.6022,0.5389,-0.531475,-0.300095,5.8217
7.217883,7.431052,0.6258,0.5411,-0.561523,-0.301443,5.7880
7.301639,7.376584,0.6465,0.5319,-0.591720,-0.303064,5.7529
7.383706,7.319604,0.6642,0.5384,-0.622092,-0.304962,5.7164
7.464000,7.260150,0.6870,0.5287,-0.652669,-0.307143,5.6786
7.542432,7.198261,0.7202,0.5311,-0.683477,-0.309612,5.6395
7.618911,7.133975,0.7470,0.5507,-0.714547,-0.312377,5.5990
7.693347,7.067334,0.7746,0.5615,-0.745908,-0.315445,5.5574
7.765646,6.998380,0.8107,0.5853,-0.777591,-0.318826,5.5146
7.835712,6.927158,0.8480,0.6044,-0.809628,-0.322529,5.4706
7.903446,6.853716,0.8439,0.6279,-0.842052,-0.326566,5.4254
7.968749,6.778103,0.8367,0.6533,-0.874896,-0.330949,5.3792
8.031515,6.700372,0.8345,0.6828,-0.908196,-0.335693,5.3319
8.091640,6.620580,0.8408,0.7143,-0.941989,-0.340814,5.2837
8.149012,6.538788,0.8467,0.7502,-0.976313,-0.346328,5.2344
8.203520,6.455059,0.8477,0.7884,-1.011208,-0.352255,5.1843
8.255048,6.369465,0.8553,0.8301,-1.046717,-0.358617,5.1332
8.303476,6.282079,0.8617,0.8756,-1.082884,-0.365438,5.0814
8.348681,6.192984,0.8385,0.9020,-1.119757,-0.372743,5.0287
8.390538,6.102267,0.8167,0.9347,-1.157385,-0.380565,4.9754
8.428914,6.010026,0.8030,0.9798,-1.195822,-0.388933,4.9214
8.463678,5.916362,0.7978,1.0358,-1.235123,-0.397887,4.8669
8.494692,5.821392,0.8011,1.0946,-1.275351,-0.407465,4.8121
8.521813,5.725237,0.7852,1.1434,-1.316568,-0.417718,4.7571
8.544899,5.628036,0.7588,1.1853,-1.358846,-0.428692,4.7020
8.563800,5.529934,0.7385,1.2298,-1.402258,-0.440452,4.6471
8.578367,5.431098,0.7140,1.2831,-1.446888,-0.453057,4.5924
8.588446,5.331703,0.6792,1.3404,-1.492821,-0.466590,4.5384
8.593881,5.231948,0.6369,1.4060,-1.540158,-0.481126,4.4853
8.594515,5.132045,0.6034,1.4478,-1.589000,-0.496774,4.4335
8.590191,5.032238,0.5765,1.4870,-1.639467,-0.513632,4.3835
8.580751,4.932782,0.5366,1.5137,-1.691682,-0.531839,4.3360
8.566042,4.833971,0.5048,1.5510,-1.745792,-0.551529,4.2917
8.545911,4.736118,0.4849,1.5831,-1.801948,-0.572902,4.2516
8.520215,4.639583,0.4597,1.6243,-1.860335,-0.596125,4.2170
8.488816,4.544745,0.4284,1.5390,-1.921137,-0.621426,4.1894
8.451593,4.452046,0.4129,1.4513,-1.984590,-0.649045,4.1708
8.408450,4.361942,0.4143,1.3612,-2.050460,-0.670050,4.1595
8.359379,4.274937,0.4021,1.2741,-2.118592,-0.694136,4.1578
8.304450,4.191502,0.3943,1.1929,-2.187194,-0.679656,4.1562
8.243983,4.111986,0.4048,1.1193,-2.254520,-0.668552,4.1609
8.178373,4.036660,0.4116,1.0551,-2.319674,-0.636029,4.1695
8.108105,3.965650,0.4122,1.0022,-2.381703,-0.606102,4.1904
8.033674,3.899022,0.4276,0.9486,-2.440674,-0.574601,4.2210
7.955537,3.836771,0.4591,0.8869,-2.496585,-0.544955,4.2609
7.874130,3.778868,0.4770,0.8375,-2.549623,-0.516908,4.3084
7.789838,3.725243,0.4941,0.8024,-2.599922,-0.490216,4.3622
7.703022,3.675811,0.5136,0.7750,-2.647620,-0.464692,4.4213
7.614002,3.630461,0.5331,0.7295,-2.692813,-0.440154,4.4850
7.523076,3.589069,0.5624,0.6881,-2.735602,-0.416462,4.5529
7.430503,3.551495,0.5885,0.6568,-2.776057,-0.393482,4.6244
7.336527,3.517590,0.5949,0.6437,-2.814249,-0.371107,4.6995
7.241355,3.487190,0.6142,0.6362,-2.850230,-0.349235,4.7779
7.145183,3.460131,0.6414,0.6091,-2.884050,-0.327787,4.8596
7.048173,3.436234,0.6654,0.5927,-2.915742,-0.306686,4.9445
6.950477,3.415322,0.6864,0.5960,-2.945343,-0.285873,5.0328
6.852223,3.397208,0.7045,0.5963,-2.972875,-0.265290,5.1245
6.753523,3.381704,0.7201,0.5808,-2.998361,-0.244894,5.2198
6.654472,3.368620,0.7150,0.5779,-3.021816,-0.224641,5.3188
6.555154,3.357762,0.7026,0.5943,-3.043254,-0.204502,5.4218
6.455632,3.348936,0.7022,0.5986,-3.062683,-0.184447,5.5290
6.355966,3.341945,0.7092,0.5916,-3.080113,-0.164455,5.6387
6.256197,3.336592,0.7146,0.5862,-3.095547,-0.144505,5.7452
6.156362,3.332681,0.6960,0.5954,-3.108990,-0.124587,5.8487
6.056485,3.330013,0.6776,0.6220,-3.120443,-0.104686,5.9495
5.956586,3.328389,0.6726,0.6292,-3.129909,-0.084797,6.0477
5.856676,3.327612,0.6734,0.6174,-3.137388,-0.064913,6.1433
5.756764,3.327483,0.6624,0.5578,3.140305,-0.045032,6.2367
5.656851,3.327803,0.6422,0.5114,3.136799,-0.025152,6.3278
5.556940,3.328375,0.6270,0.4589,3.135279,-0.005271,6.4169
5.457029,3.328999,0.6225,0.4109,3.135745,0.014598,6.5039
5.357117,3.329483,0.6221,0.3834,3.138024,0.031012,6.5891
5.257205,3.329657,0.5916,0.3806,-3.141243,0.047379,6.6724
5.157292,3.329382,0.5741,0.3929,-3.136392,0.049724,6.7540
5.057383,3.328610,0.5743,0.4153,-3.131307,0.052059,6.8340
4.957478,3.327325,0.5755,0.4304,-3.126166,0.050840,6.9124
4.857582,3.325532,0.5509,0.4533,-3.121148,0.049622,6.9892
4.757695,3.323244,0.5372,0.4953,-3.116251,0.048406,7.0646
4.657821,3.320472,0.5316,0.5520,-3.111475,0.047190,7.1386
4.557961,3.317230,0.5348,0.6193,-3.106821,0.045976,7.2113
4.458116,3.313530,0.5318,0.6943,-3.102288,0.044763,7.2827
4.358290,3.309382,0.5044,0.7746,-3.097876,0.043550,7.3528
4.258482,3.304801,0.4964,0.8522,-3.093585,0.042338,7.4217
4.158695,3.299797,0.4905,0.9234,-3.089416,0.041128,7.4894
4.058929,3.294383,0.4659,0.9461,-3.085367,0.039917,7.5560
3.959185,3.288571,0.4625,0.9658,-3.081439,0.038708,7.6216
3.859465,3.282374,0.4687,0.9828,-3.077632,0.037499,7.6861
3.759768,3.275803,0.4752,0.9866,-3.073946,0.036290,7.7495
3.660096,3.268871,0.4822,1.0000,-3.070380,0.035082,7.8120
3.560449,3.261589,0.4722,1.0131,-3.066935,0.033875,7.8735
3.460827,3.253970,0.4530,1.0175,-3.063611,0.032667,7.9341
3.361230,3.246026,0.4557,1.0313,-3.060408,0.031461,7.9939
3.261659,3.237769,0.4639,1.0465,-3.057325,0.030254,8.0527
3.162114,3.229211,0.4725,1.0532,-3.054362,0.029048,8.1107
3.062593,3.220365,0.4574,1.0675,-3.051520,0.027842,8.1678
2.963098,3.211241,0.4432,1.0660,-3.048799,0.026636,8.2242
2.863627,3.201853,0.4514,1.0717,-3.046198,0.025430,8.2798
2.764181,3.192211,0.4609,1.0863,-3.043717,0.024225,8.3346
2.664758,3.182330,0.4401,1.0817,-3.041357,0.023020,8.3887
2.565358,3.172219,0.4303,1.0790,-3.039117,0.021814,8.4421
2.465980,3.161892,0.4406,1.0822,-3.036998,0.020609,8.4948
2.366624,3.151361,0.4512,1.0887,-3.034999,0.019404,8.5467
2.267288,3.140636,0.4550,1.0907,-3.033120,0.018199,8.5981
2.167972,3.129731,0.4374,1.0888,-3.031362,0.016995,8.6487
2.068675,3.118658,0.4327,1.0958,-3.029724,0.015790,8.6988
1.969395,3.107428,0.4440,1.1069,-3.028207,0.014585,8.7482
1.870132,3.096053,0.4554,1.0970,-3.026810,0.013380,8.7970
1.770884,3.084546,0.4344,1.0961,-3.025533,0.012175,8.8452
1.671650,3.072917,0.4338,1.1041,-3.024377,0.010971,8.8928
1.572429,3.061180,0.4398,1.1103,-3.023341,0.009766,8.9399
1.473220,3.049347,0.4517,1.1015,-3.022425,0.008561,8.9677
1.374020,3.037428,0.4434,1.1017,-3.021630,0.007357,8.9143
1.274829,3.025437,0.4335,1.1108,-3.020955,0.006152,8.8603
1.175646,3.013384,0.4379,1.1124,-3.020401,0.004947,8.8057
1.076469,3.001282,0.4500,1.1049,-3.019967,0.003743,8.7505
0.977296,2.989144,0.4434,1.1064,-3.019653,0.002538,8.6946
0.878127,2.976980,0.4290,1.0931,-3.019459,0.001333,8.6381
0.778958,2.964803,0.4375,1.0113,-3.019386,0.000129,8.5810
0.679791,2.952625,0.4496,0.9330,-3.019434,-0.001076,8.5231
0.580621,2.940457,0.4617,0.8592,-3.019601,-0.002281,8.4645
0.481449,2.928312,0.4737,0.7911,-3.019890,-0.003485,8.4053
0.382273,2.916202,0.4858,0.7305,-3.020298,-0.004690,8.3452
0.283091,2.904138,0.4978,0.6792,-3.020827,-0.005895,8.2844
0.183902,2.892132,0.4827,0.6319,-3.021476,-0.007099,8.2229
0.084705,2.880197,0.4735,0.5924,-3.022245,-0.008304,8.1605
-0.014502,2.868344,0.4851,0.5679,-3.023135,-0.009509,8.0973
-0.113721,2.856586,0.4967,0.5562,-3.024146,-0.010714,8.0332
-0.212952,2.844933,0.5067,0.5446,-3.025276,-0.011918,7.9683
-0.312197,2.833399,0.4861,0.5373,-3.026527,-0.013123,7.9024
-0.411456,2.821995,0.4802,0.5486,-3.027898,-0.014328,7.8356
-0.510733,2.810733,0.4893,0.5774,-3.029390,-0.015533,7.7679
-0.610026,2.799625,0.4656,0.6072,-3.031002,-0.016737,7.6991
-0.709338,2.788683,0.4626,0.6510,-3.032735,-0.017942,7.6293
-0.808669,2.777919,0.4733,0.7064,-3.034588,-0.019147,7.5585
-0.908021,2.767345,0.4839,0.7710,-3.036561,-0.020352,7.4865
-1.007394,2.756974,0.4796,0.8426,-3.038654,-0.021557,7.4134
-1.106789,2.746816,0.4643,0.9197,-3.040869,-0.022762,7.3391
-1.206207,2.736884,0.4641,1.0009,-3.043203,-0.023968,7.2636
-1.305649,2.727191,0.4592,1.0854,-3.045658,-0.025173,7.1868
-1.405114,2.717748,0.4401,1.1195,-3.048233,-0.026379,7.1087
-1.504604,2.708567,0.4421,1.1217,-3.050929,-0.027585,7.0292
-1.604119,2.699660,0.4243,1.1330,-3.053745,-0.028790,6.9482
-1.703660,2.691039,0.4140,1.1400,-3.056682,-0.029997,6.8658
-1.803225,2.682717,0.4203,1.1317,-3.059740,-0.031203,6.7818
-1.902816,2.674705,0.4283,1.1278,-3.062917,-0.032406,6.6961
-2.002432,2.667009,0.4081,1.1331,-3.066031,-0.029923,6.6088
-2.102071,2.659612,0.3933,1.1403,-3.068897,-0.027425,6.5196
-2.201728,2.652463,0.4004,1.1516,-3.070771,-0.010099,6.4286
-2.301392,2.645414,0.4075,1.1502,-3.070915,0.007230,6.3356
-2.401050,2.638288,0.4146,1.1575,-3.069141,0.028287,6.2405
-2.500688,2.630879,0.4220,1.1730,-3.065262,0.049344,6.1432
-2.600288,2.622980,0.4299,1.1725,-3.059280,0.070402,6.0436
-2.699829,2.614380,0.4385,1.1712,-3.051194,0.091462,5.9415
-2.799289,2.604871,0.4480,1.1774,-3.041004,0.112529,5.8368
-2.898634,2.594244,0.4244,1.1909,-3.028707,0.133609,5.7294
-2.997829,2.582292,0.4193,1.1825,-3.014304,0.154712,5.6189
-3.096826,2.568809,0.4328,1.1742,-2.997791,0.175850,5.5054
-3.195572,2.553588,0.4481,1.1678,-2.979163,0.197040,5.3884
-3.293997,2.536426,0.4653,1.1680,-2.958415,0.218305,5.2754
-3.392026,2.517122,0.4758,1.1681,-2.935537,0.239671,5.1662
-3.489563,2.495476,0.4684,1.1565,-2.910518,0.261171,5.0604
-3.586502,2.471292,0.4799,1.1507,-2.883343,0.282847,4.9579
-3.682718,2.444379,0.5069,1.1509,-2.853990,0.304744,4.8581
-3.778070,2.414549,0.5258,1.1390,-2.822438,0.326921,4.7610
-3.872396,2.381622,0.5300,1.1257,-2.788651,0.349440,4.6661
-3.965515,2.345421,0.5557,1.0945,-2.752597,0.372383,4.5732
-4.057221,2.305782,0.5690,1.0551,-2.714223,0.395831,4.4822
-4.147288,2.262547,0.5713,1.0136,-2.673479,0.419895,4.3928
-4.235461,2.215573,0.5814,0.9767,-2.630292,0.444686,4.3047
-4.321460,2.164729,0.5731,0.9446,-2.584590,0.470350,4.2180
-4.404973,2.109901,0.5761,0.9099,-2.536270,0.497034,4.1323
-4.485662,2.050994,0.5993,0.8590,-2.485230,0.524937,4.0478
-4.563148,1.987940,0.6018,0.8124,-2.431326,0.554258,3.9642
-4.637026,1.920691,0.6229,0.7707,-2.374419,0.585267,3.8817
-4.706842,1.849242,0.6241,0.7205,-2.314309,0.618237,3.8003
-4.772115,1.773617,0.6429,0.6670,-2.250801,0.653553,3.7204
-4.832308,1.693897,0.6616,0.6190,-2.183621,0.691594,3.6424
-4.886853,1.610207,0.6673,0.5778,-2.112496,0.732891,3.5668
-4.935122,1.522758,0.6724,0.5446,-2.037041,0.778012,3.4948
-4.976453,1.431818,0.6600,0.5094,-1.956872,0.827861,3.4279
-5.010119,1.337785,0.6397,0.4770,-1.871428,0.883201,3.3685
-5.035366,1.241142,0.6392,0.4554,-1.780178,0.945015,3.3199
-5.051378,1.142568,0.6477,0.4327,-1.682318,1.014878,3.2874
-5.057375,1.042863,0.6672,0.4149,-1.578611,1.063440,3.2661
-5.052754,0.943122,0.6857,0.3956,-1.469352,1.125764,3.2649
-5.037169,0.844496,0.7106,0.3872,-1.359691,1.071630,3.2636
-5.011114,0.748072,0.7490,0.3938,-1.254735,1.031729,3.2802
-4.975336,0.654836,0.8065,0.4149,-1.155219,0.961415,3.3062
-4.930765,0.565446,0.8573,0.4469,-1.062328,0.899735,3.3497
-4.878353,0.480427,0.9177,0.4714,-0.975328,0.842514,3.4048
-4.818965,0.400107,0.9903,0.5071,-0.893777,0.791070,3.4684
-4.753422,0.324733,1.0719,0.5359,-0.817088,0.744576,3.5379
-4.682449,0.254435,1.1044,0.5738,-0.744857,0.702090,3.6115
